 time            v(vin)          v(vout)        
 2.66328000e-03  7.41448094e-01  9.20526127e-01 
 2.66428000e-03  7.41415696e-01  9.21992192e-01 
 2.66528000e-03  7.41383638e-01  9.23440557e-01 
 2.66628000e-03  7.41351919e-01  9.24871205e-01 
 2.66728000e-03  7.41320542e-01  9.26284121e-01 
 2.66828000e-03  7.41289507e-01  9.27679292e-01 
 2.66928000e-03  7.41258817e-01  9.29056709e-01 
 2.67028000e-03  7.41228471e-01  9.30416363e-01 
 2.67128000e-03  7.41198472e-01  9.31757218e-01 
 2.67228000e-03  7.41168820e-01  9.33082238e-01 
 2.67328000e-03  7.41139517e-01  9.34388713e-01 
 2.67428000e-03  7.41110564e-01  9.35677266e-01 
 2.67528000e-03  7.41081962e-01  9.36948051e-01 
 2.67628000e-03  7.41053711e-01  9.38201074e-01 
 2.67728000e-03  7.41025814e-01  9.39436335e-01 
 2.67828000e-03  7.40998271e-01  9.40653841e-01 
 2.67928000e-03  7.40971084e-01  9.41853601e-01 
 2.68028000e-03  7.40944253e-01  9.43035628e-01 
 2.68128000e-03  7.40917779e-01  9.44199933e-01 
 2.68228000e-03  7.40891664e-01  9.45346530e-01 
 2.68328000e-03  7.40865909e-01  9.46475435e-01 
 2.68428000e-03  7.40840514e-01  9.47586666e-01 
 2.68528000e-03  7.40815481e-01  9.48680240e-01 
 2.68628000e-03  7.40790810e-01  9.49756178e-01 
 2.68728000e-03  7.40766503e-01  9.50814499e-01 
 2.68828000e-03  7.40742561e-01  9.51855227e-01 
 2.68928000e-03  7.40718984e-01  9.52878385e-01 
 2.69028000e-03  7.40695773e-01  9.53883995e-01 
 2.69128000e-03  7.40672930e-01  9.54872085e-01 
 2.69228000e-03  7.40650455e-01  9.55842679e-01 
 2.69328000e-03  7.40628349e-01  9.56795806e-01 
 2.69428000e-03  7.40606613e-01  9.57731492e-01 
 2.69528000e-03  7.40585247e-01  9.58649767e-01 
 2.69628000e-03  7.40564254e-01  9.59550658e-01 
 2.69728000e-03  7.40543633e-01  9.60434198e-01 
 2.69828000e-03  7.40523385e-01  9.61300414e-01 
 2.69928000e-03  7.40503512e-01  9.62149340e-01 
 2.70028000e-03  7.40484013e-01  9.62981005e-01 
 2.70128000e-03  7.40464890e-01  9.63795443e-01 
 2.70228000e-03  7.40446144e-01  9.64592684e-01 
 2.70328000e-03  7.40427774e-01  9.65372761e-01 
 2.70428000e-03  7.40409783e-01  9.66135707e-01 
 2.70528000e-03  7.40392170e-01  9.66881554e-01 
 2.70628000e-03  7.40374936e-01  9.67610336e-01 
 2.70728000e-03  7.40358083e-01  9.68322086e-01 
 2.70828000e-03  7.40341610e-01  9.69016835e-01 
 2.70928000e-03  7.40325518e-01  9.69694618e-01 
 2.71028000e-03  7.40309808e-01  9.70355467e-01 
 2.71128000e-03  7.40294481e-01  9.70999415e-01 
 2.71228000e-03  7.40279537e-01  9.71626495e-01 
 2.71328000e-03  7.40264977e-01  9.72236738e-01 
 2.71428000e-03  7.40250801e-01  9.72830176e-01 
 2.71528000e-03  7.40237010e-01  9.73406843e-01 
 2.71628000e-03  7.40223604e-01  9.73966768e-01 
 2.71728000e-03  7.40210584e-01  9.74509983e-01 
 2.71828000e-03  7.40197951e-01  9.75036518e-01 
 2.71928000e-03  7.40185705e-01  9.75546403e-01 
 2.72028000e-03  7.40173846e-01  9.76039668e-01 
 2.72128000e-03  7.40162375e-01  9.76516343e-01 
 2.72228000e-03  7.40151293e-01  9.76976454e-01 
 2.72328000e-03  7.40140599e-01  9.77420030e-01 
 2.72428000e-03  7.40130295e-01  9.77847098e-01 
 2.72528000e-03  7.40120380e-01  9.78257684e-01 
 2.72628000e-03  7.40110855e-01  9.78651814e-01 
 2.72728000e-03  7.40101721e-01  9.79029512e-01 
 2.72828000e-03  7.40092977e-01  9.79390804e-01 
 2.72928000e-03  7.40084624e-01  9.79735711e-01 
 2.73028000e-03  7.40076663e-01  9.80064257e-01 
 2.73128000e-03  7.40069094e-01  9.80376462e-01 
 2.73228000e-03  7.40061917e-01  9.80672348e-01 
 2.73328000e-03  7.40055132e-01  9.80951934e-01 
 2.73428000e-03  7.40048740e-01  9.81215239e-01 
 2.73528000e-03  7.40042740e-01  9.81462281e-01 
 2.73628000e-03  7.40037134e-01  9.81693076e-01 
 2.73728000e-03  7.40031921e-01  9.81907641e-01 
 2.73828000e-03  7.40027101e-01  9.82105989e-01 
 2.73928000e-03  7.40022675e-01  9.82288135e-01 
 2.74028000e-03  7.40018643e-01  9.82454092e-01 
 2.74128000e-03  7.40015006e-01  9.82603870e-01 
 2.74228000e-03  7.40011762e-01  9.82737481e-01 
 2.74328000e-03  7.40008913e-01  9.82854934e-01 
 2.74428000e-03  7.40006458e-01  9.82956237e-01 
 2.74528000e-03  7.40004397e-01  9.83041398e-01 
 2.74628000e-03  7.40002731e-01  9.83110422e-01 
 2.74728000e-03  7.40001460e-01  9.83163314e-01 
 2.74828000e-03  7.40000584e-01  9.83200079e-01 
 2.74928000e-03  7.40000102e-01  9.83220719e-01 
 2.75028000e-03  7.40000015e-01  9.83225236e-01 
 2.75128000e-03  7.40000323e-01  9.83213629e-01 
 2.75228000e-03  7.40001026e-01  9.83185899e-01 
 2.75328000e-03  7.40002124e-01  9.83142043e-01 
 2.75428000e-03  7.40003616e-01  9.83082059e-01 
 2.75528000e-03  7.40005502e-01  9.83005942e-01 
 2.75628000e-03  7.40007784e-01  9.82913687e-01 
 2.75728000e-03  7.40010460e-01  9.82805288e-01 
 2.75828000e-03  7.40013530e-01  9.82680737e-01 
 2.75928000e-03  7.40016994e-01  9.82540026e-01 
 2.76028000e-03  7.40020853e-01  9.82383144e-01 
 2.76128000e-03  7.40025105e-01  9.82210082e-01 
 2.76228000e-03  7.40029752e-01  9.82020827e-01 
 2.76328000e-03  7.40034792e-01  9.81815366e-01 
 2.76428000e-03  7.40040225e-01  9.81593686e-01 
 2.76528000e-03  7.40046051e-01  9.81355771e-01 
 2.76628000e-03  7.40052271e-01  9.81101605e-01 
 2.76728000e-03  7.40058883e-01  9.80831172e-01 
 2.76828000e-03  7.40065888e-01  9.80544453e-01 
 2.76928000e-03  7.40073285e-01  9.80241429e-01 
 2.77028000e-03  7.40081073e-01  9.79922081e-01 
 2.77128000e-03  7.40089254e-01  9.79586387e-01 
 2.77228000e-03  7.40097825e-01  9.79234202e-01 
 2.77328000e-03  7.40106788e-01  9.78865862e-01 
 2.77428000e-03  7.40116141e-01  9.78481014e-01 
 2.77528000e-03  7.40125884e-01  9.78079712e-01 
 2.77628000e-03  7.40136017e-01  9.77661948e-01 
 2.77728000e-03  7.40146540e-01  9.77227697e-01 
 2.77828000e-03  7.40157451e-01  9.76776931e-01 
 2.77928000e-03  7.40168751e-01  9.76309624e-01 
 2.78028000e-03  7.40180439e-01  9.75825747e-01 
 2.78128000e-03  7.40192515e-01  9.75325272e-01 
 2.78228000e-03  7.40204978e-01  9.74808170e-01 
 2.78328000e-03  7.40217828e-01  9.74274141e-01 
 2.78428000e-03  7.40231064e-01  9.73723936e-01 
 2.78528000e-03  7.40244685e-01  9.73156809e-01 
 2.78628000e-03  7.40258692e-01  9.72572896e-01 
 2.78728000e-03  7.40273083e-01  9.71972204e-01 
 2.78828000e-03  7.40287858e-01  9.71354703e-01 
 2.78928000e-03  7.40303017e-01  9.70720359e-01 
 2.79028000e-03  7.40318559e-01  9.70069139e-01 
 2.79128000e-03  7.40334482e-01  9.69401011e-01 
 2.79228000e-03  7.40350788e-01  9.68715942e-01 
 2.79328000e-03  7.40367474e-01  9.68013899e-01 
 2.79428000e-03  7.40384540e-01  9.67294851e-01 
 2.79528000e-03  7.40401986e-01  9.66558763e-01 
 2.79628000e-03  7.40419811e-01  9.65805603e-01 
 2.79728000e-03  7.40438014e-01  9.65035339e-01 
 2.79828000e-03  7.40456595e-01  9.64247409e-01 
 2.79928000e-03  7.40475553e-01  9.63443305e-01 
 2.80028000e-03  7.40494886e-01  9.62621600e-01 
 2.80128000e-03  7.40514595e-01  9.61782588e-01 
 2.80228000e-03  7.40534678e-01  9.60926313e-01 
 2.80328000e-03  7.40555135e-01  9.60052744e-01 
 2.80428000e-03  7.40575964e-01  9.59161848e-01 
 2.80528000e-03  7.40597166e-01  9.58252938e-01 
 2.80628000e-03  7.40618739e-01  9.57327879e-01 
 2.80728000e-03  7.40640683e-01  9.56384911e-01 
 2.80828000e-03  7.40662995e-01  9.55424405e-01 
 2.80928000e-03  7.40685677e-01  9.54446432e-01 
 2.81028000e-03  7.40708726e-01  9.53450964e-01 
 2.81128000e-03  7.40732142e-01  9.52437973e-01 
 2.81228000e-03  7.40755924e-01  9.51407434e-01 
 2.81328000e-03  7.40780070e-01  9.50359323e-01 
 2.81428000e-03  7.40804581e-01  9.49293617e-01 
 2.81528000e-03  7.40829455e-01  9.48209461e-01 
 2.81628000e-03  7.40854691e-01  9.47109237e-01 
 2.81728000e-03  7.40880288e-01  9.45990733e-01 
 2.81828000e-03  7.40906244e-01  9.44854437e-01 
 2.81928000e-03  7.40932560e-01  9.43700453e-01 
 2.82028000e-03  7.40959234e-01  9.42528769e-01 
 2.82128000e-03  7.40986265e-01  9.41339366e-01 
 2.82228000e-03  7.41013652e-01  9.40132233e-01 
 2.82328000e-03  7.41041393e-01  9.38907358e-01 
 2.82428000e-03  7.41069488e-01  9.37664733e-01 
 2.82528000e-03  7.41097936e-01  9.36404351e-01 
 2.82628000e-03  7.41126735e-01  9.35126207e-01 
 2.82728000e-03  7.41155884e-01  9.33829290e-01 
 2.82828000e-03  7.41185382e-01  9.32516499e-01 
 2.82928000e-03  7.41215229e-01  9.31185193e-01 
 2.83028000e-03  7.41245422e-01  9.29835976e-01 
 2.83128000e-03  7.41275961e-01  9.28469004e-01 
 2.83228000e-03  7.41306844e-01  9.27084285e-01 
 2.83328000e-03  7.41338071e-01  9.25681822e-01 
 2.83428000e-03  7.41369639e-01  9.24261627e-01 
 2.83528000e-03  7.41401549e-01  9.22823712e-01 
 2.83628000e-03  7.41433797e-01  9.21368094e-01 
 2.83728000e-03  7.41466384e-01  9.19894790e-01 
 2.83828000e-03  7.41499308e-01  9.18403822e-01 
 2.83928000e-03  7.41532567e-01  9.16895212e-01 
 2.84028000e-03  7.41566161e-01  9.15368985e-01 
 2.84128000e-03  7.41600087e-01  9.13825171e-01 
 2.84228000e-03  7.41634345e-01  9.12263799e-01 
 2.84328000e-03  7.41668934e-01  9.10684903e-01 
 2.84428000e-03  7.41703851e-01  9.09088520e-01 
 2.84528000e-03  7.41739096e-01  9.07474687e-01 
 2.84628000e-03  7.41774667e-01  9.05843447e-01 
 2.84728000e-03  7.41810562e-01  9.04194843e-01 
 2.84828000e-03  7.41846781e-01  9.02528924e-01 
 2.84928000e-03  7.41883322e-01  9.00845739e-01 
 2.85028000e-03  7.41920183e-01  8.99144235e-01 
 2.85128000e-03  7.41957364e-01  8.97427648e-01 
 2.85228000e-03  7.41994861e-01  8.95693149e-01 
 2.85328000e-03  7.42032675e-01  8.93941448e-01 
 2.85428000e-03  7.42070804e-01  8.92171700e-01 
 2.85528000e-03  7.42109245e-01  8.90387080e-01 
 2.85628000e-03  7.42147998e-01  8.88583770e-01 
 2.85728000e-03  7.42187061e-01  8.86764480e-01 
 2.85828000e-03  7.42226432e-01  8.84929703e-01 
 2.85928000e-03  7.42266110e-01  8.83076369e-01 
 2.86028000e-03  7.42306094e-01  8.81208291e-01 
 2.86128000e-03  7.42346381e-01  8.79322033e-01 
 2.86228000e-03  7.42386970e-01  8.77421160e-01 
 2.86328000e-03  7.42427860e-01  8.75503306e-01 
 2.86428000e-03  7.42469049e-01  8.73568196e-01 
 2.86528000e-03  7.42510535e-01  8.71618822e-01 
 2.86628000e-03  7.42552317e-01  8.69652799e-01 
 2.86728000e-03  7.42594393e-01  8.67669882e-01 
 2.86828000e-03  7.42636761e-01  8.65672912e-01 
 2.86928000e-03  7.42679420e-01  8.63658798e-01 
 2.87028000e-03  7.42722368e-01  8.61629804e-01 
 2.87128000e-03  7.42765603e-01  8.59585538e-01 
 2.87228000e-03  7.42809124e-01  8.57526778e-01 
 2.87328000e-03  7.42852929e-01  8.55451381e-01 
 2.87428000e-03  7.42897016e-01  8.53362270e-01 
 2.87528000e-03  7.42941383e-01  8.51257707e-01 
 2.87628000e-03  7.42986029e-01  8.49137581e-01 
 2.87728000e-03  7.43030952e-01  8.47003452e-01 
 2.87828000e-03  7.43076150e-01  8.44855562e-01 
 2.87928000e-03  7.43121621e-01  8.42692138e-01 
 2.88028000e-03  7.43167364e-01  8.40514962e-01 
 2.88128000e-03  7.43213377e-01  8.38323821e-01 
 2.88228000e-03  7.43259657e-01  8.36118768e-01 
 2.88328000e-03  7.43306204e-01  8.33899954e-01 
 2.88428000e-03  7.43353015e-01  8.31667539e-01 
 2.88528000e-03  7.43400088e-01  8.29421681e-01 
 2.88628000e-03  7.43447422e-01  8.27162542e-01 
 2.88728000e-03  7.43495015e-01  8.24890286e-01 
 2.88828000e-03  7.43542864e-01  8.22605080e-01 
 2.88928000e-03  7.43590968e-01  8.20307092e-01 
 2.89028000e-03  7.43639326e-01  8.17996495e-01 
 2.89128000e-03  7.43687934e-01  8.15673463e-01 
 2.89228000e-03  7.43736792e-01  8.13338174e-01 
 2.89328000e-03  7.43785896e-01  8.10990808e-01 
 2.89428000e-03  7.43835247e-01  8.08631545e-01 
 2.89528000e-03  7.43884840e-01  8.06260571e-01 
 2.89628000e-03  7.43934675e-01  8.03878072e-01 
 2.89728000e-03  7.43984749e-01  8.01484239e-01 
 2.89828000e-03  7.44035061e-01  7.99079261e-01 
 2.89928000e-03  7.44085609e-01  7.96663333e-01 
 2.90028000e-03  7.44136390e-01  7.94236652e-01 
 2.90128000e-03  7.44187402e-01  7.91799414e-01 
 2.90228000e-03  7.44238644e-01  7.89351820e-01 
 2.90328000e-03  7.44290113e-01  7.86894072e-01 
 2.90428000e-03  7.44341808e-01  7.84426376e-01 
 2.90528000e-03  7.44393726e-01  7.81948936e-01 
 2.90628000e-03  7.44445865e-01  7.79461961e-01 
 2.90728000e-03  7.44498224e-01  7.76965661e-01 
 2.90828000e-03  7.44550800e-01  7.74460249e-01 
 2.90928000e-03  7.44603591e-01  7.71945937e-01 
 2.91028000e-03  7.44656595e-01  7.69422941e-01 
 2.91128000e-03  7.44709809e-01  7.66891478e-01 
 2.91228000e-03  7.44763233e-01  7.64351768e-01 
 2.91328000e-03  7.44816864e-01  7.61804029e-01 
 2.91428000e-03  7.44870699e-01  7.59248485e-01 
 2.91528000e-03  7.44924737e-01  7.56685358e-01 
 2.91628000e-03  7.44978975e-01  7.54114874e-01 
 2.91728000e-03  7.45033411e-01  7.51537258e-01 
 2.91828000e-03  7.45088043e-01  7.48952739e-01 
 2.91928000e-03  7.45142870e-01  7.46361545e-01 
 2.92028000e-03  7.45197887e-01  7.43763906e-01 
 2.92128000e-03  7.45253095e-01  7.41160055e-01 
 2.92228000e-03  7.45308490e-01  7.38550222e-01 
 2.92328000e-03  7.45364070e-01  7.35934643e-01 
 2.92428000e-03  7.45419833e-01  7.33313553e-01 
 2.92528000e-03  7.45475777e-01  7.30687186e-01 
 2.92628000e-03  7.45531900e-01  7.28055780e-01 
 2.92728000e-03  7.45588199e-01  7.25419573e-01 
 2.92828000e-03  7.45644672e-01  7.22778803e-01 
 2.92928000e-03  7.45701317e-01  7.20133711e-01 
 2.93028000e-03  7.45758132e-01  7.17484536e-01 
 2.93128000e-03  7.45815115e-01  7.14831521e-01 
 2.93228000e-03  7.45872262e-01  7.12174906e-01 
 2.93328000e-03  7.45929572e-01  7.09514936e-01 
 2.93428000e-03  7.45987044e-01  7.06851853e-01 
 2.93528000e-03  7.46044673e-01  7.04185902e-01 
 2.93628000e-03  7.46102459e-01  7.01517328e-01 
 2.93728000e-03  7.46160399e-01  6.98846375e-01 
 2.93828000e-03  7.46218490e-01  6.96173290e-01 
 2.93928000e-03  7.46276730e-01  6.93498319e-01 
 2.94028000e-03  7.46335118e-01  6.90821709e-01 
 2.94128000e-03  7.46393650e-01  6.88143708e-01 
 2.94228000e-03  7.46452324e-01  6.85464563e-01 
 2.94328000e-03  7.46511139e-01  6.82784522e-01 
 2.94428000e-03  7.46570091e-01  6.80103834e-01 
 2.94528000e-03  7.46629179e-01  6.77422748e-01 
 2.94628000e-03  7.46688400e-01  6.74741513e-01 
 2.94728000e-03  7.46747751e-01  6.72060378e-01 
 2.94828000e-03  7.46807231e-01  6.69379594e-01 
 2.94928000e-03  7.46866837e-01  6.66699409e-01 
 2.95028000e-03  7.46926567e-01  6.64020075e-01 
 2.95128000e-03  7.46986418e-01  6.61341841e-01 
 2.95228000e-03  7.47046388e-01  6.58664959e-01 
 2.95328000e-03  7.47106474e-01  6.55989678e-01 
 2.95428000e-03  7.47166675e-01  6.53316249e-01 
 2.95528000e-03  7.47226988e-01  6.50644924e-01 
 2.95628000e-03  7.47287410e-01  6.47975954e-01 
 2.95728000e-03  7.47347939e-01  6.45309588e-01 
 2.95828000e-03  7.47408573e-01  6.42646078e-01 
 2.95928000e-03  7.47469309e-01  6.39985676e-01 
 2.96028000e-03  7.47530145e-01  6.37328632e-01 
 2.96128000e-03  7.47591079e-01  6.34675198e-01 
 2.96228000e-03  7.47652108e-01  6.32025624e-01 
 2.96328000e-03  7.47713229e-01  6.29380160e-01 
 2.96428000e-03  7.47774441e-01  6.26739059e-01 
 2.96528000e-03  7.47835740e-01  6.24102571e-01 
 2.96628000e-03  7.47897125e-01  6.21470947e-01 
 2.96728000e-03  7.47958593e-01  6.18844436e-01 
 2.96828000e-03  7.48020142e-01  6.16223290e-01 
 2.96928000e-03  7.48081769e-01  6.13607758e-01 
 2.97028000e-03  7.48143471e-01  6.10998091e-01 
 2.97128000e-03  7.48205247e-01  6.08394539e-01 
 2.97228000e-03  7.48267093e-01  6.05797351e-01 
 2.97328000e-03  7.48329009e-01  6.03206776e-01 
 2.97428000e-03  7.48390990e-01  6.00623064e-01 
 2.97528000e-03  7.48453034e-01  5.98046463e-01 
 2.97628000e-03  7.48515140e-01  5.95477222e-01 
 2.97728000e-03  7.48577304e-01  5.92915589e-01 
 2.97828000e-03  7.48639524e-01  5.90361812e-01 
 2.97928000e-03  7.48701798e-01  5.87816137e-01 
 2.98028000e-03  7.48764124e-01  5.85278812e-01 
 2.98128000e-03  7.48826498e-01  5.82750084e-01 
 2.98228000e-03  7.48888918e-01  5.80230197e-01 
 2.98328000e-03  7.48951383e-01  5.77719397e-01 
 2.98428000e-03  7.49013888e-01  5.75217928e-01 
 2.98528000e-03  7.49076433e-01  5.72726035e-01 
 2.98628000e-03  7.49139014e-01  5.70243960e-01 
 2.98728000e-03  7.49201629e-01  5.67771946e-01 
 2.98828000e-03  7.49264276e-01  5.65310235e-01 
 2.98928000e-03  7.49326952e-01  5.62859065e-01 
 2.99028000e-03  7.49389654e-01  5.60418678e-01 
 2.99128000e-03  7.49452380e-01  5.57989311e-01 
 2.99228000e-03  7.49515128e-01  5.55571201e-01 
 2.99328000e-03  7.49577895e-01  5.53164584e-01 
 2.99428000e-03  7.49640679e-01  5.50769695e-01 
 2.99528000e-03  7.49703477e-01  5.48386766e-01 
 2.99628000e-03  7.49766287e-01  5.46016028e-01 
 2.99728000e-03  7.49829106e-01  5.43657712e-01 
 2.99828000e-03  7.49891931e-01  5.41312044e-01 
 2.99928000e-03  7.49954761e-01  5.38979250e-01 
 3.00028000e-03  7.50017593e-01  5.36659553e-01 
 3.00128000e-03  7.50080424e-01  5.34353175e-01 
 3.00228000e-03  7.50143252e-01  5.32060334e-01 
 3.00328000e-03  7.50206074e-01  5.29781246e-01 
 3.00428000e-03  7.50268888e-01  5.27516125e-01 
 3.00528000e-03  7.50331691e-01  5.25265180e-01 
 3.00628000e-03  7.50394482e-01  5.23028619e-01 
 3.00728000e-03  7.50457256e-01  5.20806645e-01 
 3.00828000e-03  7.50520013e-01  5.18599458e-01 
 3.00928000e-03  7.50582749e-01  5.16407254e-01 
 3.01028000e-03  7.50645462e-01  5.14230227e-01 
 3.01128000e-03  7.50708150e-01  5.12068563e-01 
 3.01228000e-03  7.50770810e-01  5.09922447e-01 
 3.01328000e-03  7.50833439e-01  5.07792059e-01 
 3.01428000e-03  7.50896035e-01  5.05677571e-01 
 3.01528000e-03  7.50958597e-01  5.03579153e-01 
 3.01628000e-03  7.51021120e-01  5.01496969e-01 
 3.01728000e-03  7.51083603e-01  4.99431178e-01 
 3.01828000e-03  7.51146043e-01  4.97381932e-01 
 3.01928000e-03  7.51208437e-01  4.95349377e-01 
 3.02028000e-03  7.51270785e-01  4.93333654e-01 
 3.02128000e-03  7.51333082e-01  4.91334897e-01 
 3.02228000e-03  7.51395326e-01  4.89353233e-01 
 3.02328000e-03  7.51457515e-01  4.87388783e-01 
 3.02428000e-03  7.51519647e-01  4.85441660e-01 
 3.02528000e-03  7.51581719e-01  4.83511971e-01 
 3.02628000e-03  7.51643728e-01  4.81599815e-01 
 3.02728000e-03  7.51705672e-01  4.79705283e-01 
 3.02828000e-03  7.51767549e-01  4.77828460e-01 
 3.02928000e-03  7.51829356e-01  4.75969420e-01 
 3.03028000e-03  7.51891092e-01  4.74128233e-01 
 3.03128000e-03  7.51952752e-01  4.72304959e-01 
 3.03228000e-03  7.52014335e-01  4.70499649e-01 
 3.03328000e-03  7.52075839e-01  4.68712347e-01 
 3.03428000e-03  7.52137261e-01  4.66943090e-01 
 3.03528000e-03  7.52198598e-01  4.65191904e-01 
 3.03628000e-03  7.52259849e-01  4.63458809e-01 
 3.03728000e-03  7.52321010e-01  4.61743816e-01 
 3.03828000e-03  7.52382080e-01  4.60046927e-01 
 3.03928000e-03  7.52443056e-01  4.58368137e-01 
 3.04028000e-03  7.52503935e-01  4.56707433e-01 
 3.04128000e-03  7.52564716e-01  4.55064792e-01 
 3.04228000e-03  7.52625395e-01  4.53440186e-01 
 3.04328000e-03  7.52685970e-01  4.51833577e-01 
 3.04428000e-03  7.52746440e-01  4.50244920e-01 
 3.04528000e-03  7.52806801e-01  4.48674162e-01 
 3.04628000e-03  7.52867051e-01  4.47121245e-01 
 3.04728000e-03  7.52927189e-01  4.45586099e-01 
 3.04828000e-03  7.52987210e-01  4.44068653e-01 
 3.04928000e-03  7.53047114e-01  4.42568825e-01 
 3.05028000e-03  7.53106897e-01  4.41086528e-01 
 3.05128000e-03  7.53166558e-01  4.39621668e-01 
 3.05228000e-03  7.53226093e-01  4.38174145e-01 
 3.05328000e-03  7.53285502e-01  4.36743855e-01 
 3.05428000e-03  7.53344780e-01  4.35330686e-01 
 3.05528000e-03  7.53403927e-01  4.33934522e-01 
 3.05628000e-03  7.53462939e-01  4.32555242e-01 
 3.05728000e-03  7.53521814e-01  4.31192720e-01 
 3.05828000e-03  7.53580551e-01  4.29846825e-01 
 3.05928000e-03  7.53639146e-01  4.28517422e-01 
 3.06028000e-03  7.53697597e-01  4.27204374e-01 
 3.06128000e-03  7.53755903e-01  4.25907537e-01 
 3.06228000e-03  7.53814060e-01  4.24626766e-01 
 3.06328000e-03  7.53872066e-01  4.23361913e-01 
 3.06428000e-03  7.53929920e-01  4.22112826e-01 
 3.06528000e-03  7.53987619e-01  4.20879350e-01 
 3.06628000e-03  7.54045160e-01  4.19661330e-01 
 3.06728000e-03  7.54102541e-01  4.18458606e-01 
 3.06828000e-03  7.54159761e-01  4.17271019e-01 
 3.06928000e-03  7.54216816e-01  4.16098406e-01 
 3.07028000e-03  7.54273705e-01  4.14940604e-01 
 3.07128000e-03  7.54330425e-01  4.13797449e-01 
 3.07228000e-03  7.54386974e-01  4.12668775e-01 
 3.07328000e-03  7.54443350e-01  4.11554417e-01 
 3.07428000e-03  7.54499550e-01  4.10454207e-01 
 3.07528000e-03  7.54555573e-01  4.09367980e-01 
 3.07628000e-03  7.54611416e-01  4.08295568e-01 
 3.07728000e-03  7.54667077e-01  4.07236803e-01 
 3.07828000e-03  7.54722554e-01  4.06191521e-01 
 3.07928000e-03  7.54777844e-01  4.05159553e-01 
 3.08028000e-03  7.54832946e-01  4.04140734e-01 
 3.08128000e-03  7.54887857e-01  4.03134900e-01 
 3.08228000e-03  7.54942575e-01  4.02141885e-01 
 3.08328000e-03  7.54997098e-01  4.01161527e-01 
 3.08428000e-03  7.55051423e-01  4.00193662e-01 
 3.08528000e-03  7.55105549e-01  3.99238130e-01 
 3.08628000e-03  7.55159474e-01  3.98294770e-01 
 3.08728000e-03  7.55213195e-01  3.97363424e-01 
 3.08828000e-03  7.55266710e-01  3.96443934e-01 
 3.08928000e-03  7.55320017e-01  3.95536144e-01 
 3.09028000e-03  7.55373114e-01  3.94639900e-01 
 3.09128000e-03  7.55425999e-01  3.93755050e-01 
 3.09228000e-03  7.55478670e-01  3.92881441e-01 
 3.09328000e-03  7.55531124e-01  3.92018926e-01 
 3.09428000e-03  7.55583360e-01  3.91167357e-01 
 3.09528000e-03  7.55635376e-01  3.90326587e-01 
 3.09628000e-03  7.55687169e-01  3.89496473e-01 
 3.09728000e-03  7.55738738e-01  3.88676873e-01 
 3.09828000e-03  7.55790080e-01  3.87867648e-01 
 3.09928000e-03  7.55841193e-01  3.87068659e-01 
 3.10028000e-03  7.55892076e-01  3.86279769e-01 
 3.10128000e-03  7.55942727e-01  3.85500846e-01 
 3.10228000e-03  7.55993142e-01  3.84731756e-01 
 3.10328000e-03  7.56043322e-01  3.83972370e-01 
 3.10428000e-03  7.56093262e-01  3.83222560e-01 
 3.10528000e-03  7.56142962e-01  3.82482199e-01 
 3.10628000e-03  7.56192420e-01  3.81751163e-01 
 3.10728000e-03  7.56241633e-01  3.81029331e-01 
 3.10828000e-03  7.56290599e-01  3.80316582e-01 
 3.10928000e-03  7.56339318e-01  3.79612799e-01 
 3.11028000e-03  7.56387786e-01  3.78917864e-01 
 3.11128000e-03  7.56436001e-01  3.78231665e-01 
 3.11228000e-03  7.56483963e-01  3.77554088e-01 
 3.11328000e-03  7.56531669e-01  3.76885024e-01 
 3.11428000e-03  7.56579117e-01  3.76224364e-01 
 3.11528000e-03  7.56626305e-01  3.75572002e-01 
 3.11628000e-03  7.56673232e-01  3.74927834e-01 
 3.11728000e-03  7.56719895e-01  3.74291757e-01 
 3.11828000e-03  7.56766293e-01  3.73663670e-01 
 3.11928000e-03  7.56812423e-01  3.73043475e-01 
 3.12028000e-03  7.56858285e-01  3.72431073e-01 
 3.12128000e-03  7.56903876e-01  3.71826371e-01 
 3.12228000e-03  7.56949195e-01  3.71229274e-01 
 3.12328000e-03  7.56994239e-01  3.70639692e-01 
 3.12428000e-03  7.57039007e-01  3.70057532e-01 
 3.12528000e-03  7.57083497e-01  3.69482709e-01 
 3.12628000e-03  7.57127707e-01  3.68915134e-01 
 3.12728000e-03  7.57171637e-01  3.68354722e-01 
 3.12828000e-03  7.57215282e-01  3.67801392e-01 
 3.12928000e-03  7.57258644e-01  3.67255059e-01 
 3.13028000e-03  7.57301718e-01  3.66715645e-01 
 3.13128000e-03  7.57344504e-01  3.66183071e-01 
 3.13228000e-03  7.57387001e-01  3.65657259e-01 
 3.13328000e-03  7.57429206e-01  3.65138135e-01 
 3.13428000e-03  7.57471117e-01  3.64625623e-01 
 3.13528000e-03  7.57512733e-01  3.64119651e-01 
 3.13628000e-03  7.57554053e-01  3.63620148e-01 
 3.13728000e-03  7.57595075e-01  3.63127044e-01 
 3.13828000e-03  7.57635797e-01  3.62640270e-01 
 3.13928000e-03  7.57676217e-01  3.62159759e-01 
 3.14028000e-03  7.57716335e-01  3.61685446e-01 
 3.14128000e-03  7.57756147e-01  3.61217266e-01 
 3.14228000e-03  7.57795654e-01  3.60755155e-01 
 3.14328000e-03  7.57834853e-01  3.60299052e-01 
 3.14428000e-03  7.57873742e-01  3.59848896e-01 
