 v-sweep         v(vin)          v(vout)        
 9.63000000e-01  9.63000000e-01  3.82600218e-02 
 9.64000000e-01  9.64000000e-01  3.78420610e-02 
 9.65000000e-01  9.65000000e-01  3.74274778e-02 
 9.66000000e-01  9.66000000e-01  3.70162494e-02 
 9.67000000e-01  9.67000000e-01  3.66083529e-02 
 9.68000000e-01  9.68000000e-01  3.62037659e-02 
 9.69000000e-01  9.69000000e-01  3.58024661e-02 
 9.70000000e-01  9.70000000e-01  3.54044316e-02 
 9.71000000e-01  9.71000000e-01  3.50096405e-02 
 9.72000000e-01  9.72000000e-01  3.46180715e-02 
 9.73000000e-01  9.73000000e-01  3.42297033e-02 
 9.74000000e-01  9.74000000e-01  3.38445148e-02 
 9.75000000e-01  9.75000000e-01  3.34624852e-02 
 9.76000000e-01  9.76000000e-01  3.30835939e-02 
 9.77000000e-01  9.77000000e-01  3.27078207e-02 
 9.78000000e-01  9.78000000e-01  3.23351453e-02 
 9.79000000e-01  9.79000000e-01  3.19655479e-02 
 9.80000000e-01  9.80000000e-01  3.15990087e-02 
 9.81000000e-01  9.81000000e-01  3.12355082e-02 
 9.82000000e-01  9.82000000e-01  3.08750270e-02 
 9.83000000e-01  9.83000000e-01  3.05175462e-02 
 9.84000000e-01  9.84000000e-01  3.01630467e-02 
 9.85000000e-01  9.85000000e-01  2.98115098e-02 
 9.86000000e-01  9.86000000e-01  2.94629170e-02 
 9.87000000e-01  9.87000000e-01  2.91172500e-02 
 9.88000000e-01  9.88000000e-01  2.87744905e-02 
 9.89000000e-01  9.89000000e-01  2.84346205e-02 
 9.90000000e-01  9.90000000e-01  2.80976223e-02 
 9.91000000e-01  9.91000000e-01  2.77634782e-02 
 9.92000000e-01  9.92000000e-01  2.74321707e-02 
 9.93000000e-01  9.93000000e-01  2.71036824e-02 
 9.94000000e-01  9.94000000e-01  2.67779963e-02 
 9.95000000e-01  9.95000000e-01  2.64550952e-02 
 9.96000000e-01  9.96000000e-01  2.61349625e-02 
 9.97000000e-01  9.97000000e-01  2.58175814e-02 
 9.98000000e-01  9.98000000e-01  2.55029354e-02 
 9.99000000e-01  9.99000000e-01  2.51910080e-02 
 1.00000000e+00  1.00000000e+00  2.48817832e-02 
 1.00100000e+00  1.00100000e+00  2.45752447e-02 
 1.00200000e+00  1.00200000e+00  2.42713766e-02 
 1.00300000e+00  1.00300000e+00  2.39701631e-02 
 1.00400000e+00  1.00400000e+00  2.36715885e-02 
 1.00500000e+00  1.00500000e+00  2.33756374e-02 
 1.00600000e+00  1.00600000e+00  2.30822942e-02 
 1.00700000e+00  1.00700000e+00  2.27915437e-02 
 1.00800000e+00  1.00800000e+00  2.25033708e-02 
 1.00900000e+00  1.00900000e+00  2.22177604e-02 
 1.01000000e+00  1.01000000e+00  2.19346977e-02 
 1.01100000e+00  1.01100000e+00  2.16541677e-02 
 1.01200000e+00  1.01200000e+00  2.13761560e-02 
 1.01300000e+00  1.01300000e+00  2.11006478e-02 
 1.01400000e+00  1.01400000e+00  2.08276289e-02 
 1.01500000e+00  1.01500000e+00  2.05570847e-02 
 1.01600000e+00  1.01600000e+00  2.02890013e-02 
 1.01700000e+00  1.01700000e+00  2.00233644e-02 
 1.01800000e+00  1.01800000e+00  1.97601600e-02 
 1.01900000e+00  1.01900000e+00  1.94993743e-02 
 1.02000000e+00  1.02000000e+00  1.92409934e-02 
 1.02100000e+00  1.02100000e+00  1.89850037e-02 
 1.02200000e+00  1.02200000e+00  1.87313915e-02 
 1.02300000e+00  1.02300000e+00  1.84801434e-02 
 1.02400000e+00  1.02400000e+00  1.82312460e-02 
 1.02500000e+00  1.02500000e+00  1.79846859e-02 
 1.02600000e+00  1.02600000e+00  1.77404499e-02 
 1.02700000e+00  1.02700000e+00  1.74985249e-02 
 1.02800000e+00  1.02800000e+00  1.72588979e-02 
 1.02900000e+00  1.02900000e+00  1.70215559e-02 
 1.03000000e+00  1.03000000e+00  1.67864860e-02 
 1.03100000e+00  1.03100000e+00  1.65536755e-02 
 1.03200000e+00  1.03200000e+00  1.63231115e-02 
 1.03300000e+00  1.03300000e+00  1.60947816e-02 
 1.03400000e+00  1.03400000e+00  1.58686731e-02 
 1.03500000e+00  1.03500000e+00  1.56447735e-02 
 1.03600000e+00  1.03600000e+00  1.54230705e-02 
 1.03700000e+00  1.03700000e+00  1.52035518e-02 
 1.03800000e+00  1.03800000e+00  1.49862050e-02 
 1.03900000e+00  1.03900000e+00  1.47710180e-02 
 1.04000000e+00  1.04000000e+00  1.45579786e-02 
 1.04100000e+00  1.04100000e+00  1.43470749e-02 
 1.04200000e+00  1.04200000e+00  1.41382948e-02 
 1.04300000e+00  1.04300000e+00  1.39316263e-02 
 1.04400000e+00  1.04400000e+00  1.37270577e-02 
 1.04500000e+00  1.04500000e+00  1.35245771e-02 
 1.04600000e+00  1.04600000e+00  1.33241728e-02 
 1.04700000e+00  1.04700000e+00  1.31258331e-02 
 1.04800000e+00  1.04800000e+00  1.29295464e-02 
 1.04900000e+00  1.04900000e+00  1.27353010e-02 
 1.05000000e+00  1.05000000e+00  1.25430855e-02 
 1.05100000e+00  1.05100000e+00  1.23528884e-02 
 1.05200000e+00  1.05200000e+00  1.21646983e-02 
 1.05300000e+00  1.05300000e+00  1.19785038e-02 
 1.05400000e+00  1.05400000e+00  1.17942935e-02 
 1.05500000e+00  1.05500000e+00  1.16120563e-02 
 1.05600000e+00  1.05600000e+00  1.14317809e-02 
 1.05700000e+00  1.05700000e+00  1.12534561e-02 
 1.05800000e+00  1.05800000e+00  1.10770707e-02 
 1.05900000e+00  1.05900000e+00  1.09026136e-02 
 1.06000000e+00  1.06000000e+00  1.07300739e-02 
 1.06100000e+00  1.06100000e+00  1.05594404e-02 
 1.06200000e+00  1.06200000e+00  1.03907022e-02 
 1.06300000e+00  1.06300000e+00  1.02238483e-02 
 1.06400000e+00  1.06400000e+00  1.00588678e-02 
 1.06500000e+00  1.06500000e+00  9.89574977e-03 
 1.06600000e+00  1.06600000e+00  9.73448344e-03 
 1.06700000e+00  1.06700000e+00  9.57505794e-03 
 1.06800000e+00  1.06800000e+00  9.41746247e-03 
 1.06900000e+00  1.06900000e+00  9.26168628e-03 
 1.07000000e+00  1.07000000e+00  9.10771861e-03 
 1.07100000e+00  1.07100000e+00  8.95554876e-03 
 1.07200000e+00  1.07200000e+00  8.80516602e-03 
 1.07300000e+00  1.07300000e+00  8.65655973e-03 
 1.07400000e+00  1.07400000e+00  8.50971924e-03 
 1.07500000e+00  1.07500000e+00  8.36463392e-03 
 1.07600000e+00  1.07600000e+00  8.22129314e-03 
 1.07700000e+00  1.07700000e+00  8.07968633e-03 
 1.07800000e+00  1.07800000e+00  7.93980289e-03 
 1.07900000e+00  1.07900000e+00  7.80163227e-03 
 1.08000000e+00  1.08000000e+00  7.66516390e-03 
 1.08100000e+00  1.08100000e+00  7.53038726e-03 
 1.08200000e+00  1.08200000e+00  7.39729179e-03 
 1.08300000e+00  1.08300000e+00  7.26586699e-03 
 1.08400000e+00  1.08400000e+00  7.13610234e-03 
 1.08500000e+00  1.08500000e+00  7.00798733e-03 
 1.08600000e+00  1.08600000e+00  6.88151146e-03 
 1.08700000e+00  1.08700000e+00  6.75666422e-03 
 1.08800000e+00  1.08800000e+00  6.63343512e-03 
 1.08900000e+00  1.08900000e+00  6.51181366e-03 
 1.09000000e+00  1.09000000e+00  6.39178934e-03 
 1.09100000e+00  1.09100000e+00  6.27335167e-03 
 1.09200000e+00  1.09200000e+00  6.15649013e-03 
 1.09300000e+00  1.09300000e+00  6.04119424e-03 
 1.09400000e+00  1.09400000e+00  5.92745346e-03 
 1.09500000e+00  1.09500000e+00  5.81525729e-03 
 1.09600000e+00  1.09600000e+00  5.70459520e-03 
 1.09700000e+00  1.09700000e+00  5.59545664e-03 
 1.09800000e+00  1.09800000e+00  5.48783107e-03 
 1.09900000e+00  1.09900000e+00  5.38170793e-03 
 1.10000000e+00  1.10000000e+00  5.27707665e-03 
 1.10100000e+00  1.10100000e+00  5.17392663e-03 
 1.10200000e+00  1.10200000e+00  5.07224727e-03 
 1.10300000e+00  1.10300000e+00  4.97202795e-03 
 1.10400000e+00  1.10400000e+00  4.87325803e-03 
 1.10500000e+00  1.10500000e+00  4.77592685e-03 
 1.10600000e+00  1.10600000e+00  4.68002372e-03 
 1.10700000e+00  1.10700000e+00  4.58553794e-03 
 1.10800000e+00  1.10800000e+00  4.49245880e-03 
 1.10900000e+00  1.10900000e+00  4.40077552e-03 
 1.11000000e+00  1.11000000e+00  4.31047735e-03 
 1.11100000e+00  1.11100000e+00  4.22155347e-03 
 1.11200000e+00  1.11200000e+00  4.13399305e-03 
 1.11300000e+00  1.11300000e+00  4.04778524e-03 
 1.11400000e+00  1.11400000e+00  3.96291914e-03 
 1.11500000e+00  1.11500000e+00  3.87938384e-03 
 1.11600000e+00  1.11600000e+00  3.79716838e-03 
 1.11700000e+00  1.11700000e+00  3.71626178e-03 
 1.11800000e+00  1.11800000e+00  3.63665302e-03 
 1.11900000e+00  1.11900000e+00  3.55833105e-03 
 1.12000000e+00  1.12000000e+00  3.48128477e-03 
 1.12100000e+00  1.12100000e+00  3.40550308e-03 
 1.12200000e+00  1.12200000e+00  3.33097481e-03 
 1.12300000e+00  1.12300000e+00  3.25768876e-03 
 1.12400000e+00  1.12400000e+00  3.18563370e-03 
 1.12500000e+00  1.12500000e+00  3.11479836e-03 
 1.12600000e+00  1.12600000e+00  3.04517144e-03 
 1.12700000e+00  1.12700000e+00  2.97674157e-03 
 1.12800000e+00  1.12800000e+00  2.90949738e-03 
 1.12900000e+00  1.12900000e+00  2.84342745e-03 
 1.13000000e+00  1.13000000e+00  2.77852029e-03 
 1.13100000e+00  1.13100000e+00  2.71476442e-03 
 1.13200000e+00  1.13200000e+00  2.65214828e-03 
 1.13300000e+00  1.13300000e+00  2.59066030e-03 
 1.13400000e+00  1.13400000e+00  2.53028885e-03 
 1.13500000e+00  1.13500000e+00  2.47102227e-03 
 1.13600000e+00  1.13600000e+00  2.41284887e-03 
 1.13700000e+00  1.13700000e+00  2.35575691e-03 
 1.13800000e+00  1.13800000e+00  2.29973463e-03 
 1.13900000e+00  1.13900000e+00  2.24477020e-03 
 1.14000000e+00  1.14000000e+00  2.19085180e-03 
 1.14100000e+00  1.14100000e+00  2.13796754e-03 
 1.14200000e+00  1.14200000e+00  2.08610551e-03 
 1.14300000e+00  1.14300000e+00  2.03525377e-03 
 1.14400000e+00  1.14400000e+00  1.98540036e-03 
 1.14500000e+00  1.14500000e+00  1.93653327e-03 
 1.14600000e+00  1.14600000e+00  1.88864047e-03 
 1.14700000e+00  1.14700000e+00  1.84170991e-03 
 1.14800000e+00  1.14800000e+00  1.79572951e-03 
 1.14900000e+00  1.14900000e+00  1.75068718e-03 
 1.15000000e+00  1.15000000e+00  1.70657079e-03 
 1.15100000e+00  1.15100000e+00  1.66336821e-03 
 1.15200000e+00  1.15200000e+00  1.62106728e-03 
 1.15300000e+00  1.15300000e+00  1.57965585e-03 
 1.15400000e+00  1.15400000e+00  1.53912173e-03 
 1.15500000e+00  1.15500000e+00  1.49945275e-03 
 1.15600000e+00  1.15600000e+00  1.46063672e-03 
 1.15700000e+00  1.15700000e+00  1.42266145e-03 
 1.15800000e+00  1.15800000e+00  1.38551475e-03 
 1.15900000e+00  1.15900000e+00  1.34918445e-03 
 1.16000000e+00  1.16000000e+00  1.31365836e-03 
 1.16100000e+00  1.16100000e+00  1.27892432e-03 
 1.16200000e+00  1.16200000e+00  1.24497019e-03 
 1.16300000e+00  1.16300000e+00  1.21178383e-03 
 1.16400000e+00  1.16400000e+00  1.17935313e-03 
 1.16500000e+00  1.16500000e+00  1.14766600e-03 
 1.16600000e+00  1.16600000e+00  1.11671040e-03 
 1.16700000e+00  1.16700000e+00  1.08647429e-03 
 1.16800000e+00  1.16800000e+00  1.05694570e-03 
 1.16900000e+00  1.16900000e+00  1.02811266e-03 
 1.17000000e+00  1.17000000e+00  9.99963297e-04 
 1.17100000e+00  1.17100000e+00  9.72485739e-04 
 1.17200000e+00  1.17200000e+00  9.45668191e-04 
 1.17300000e+00  1.17300000e+00  9.19498906e-04 
 1.17400000e+00  1.17400000e+00  8.93966201e-04 
 1.17500000e+00  1.17500000e+00  8.69058457e-04 
 1.17600000e+00  1.17600000e+00  8.44764120e-04 
 1.17700000e+00  1.17700000e+00  8.21071713e-04 
 1.17800000e+00  1.17800000e+00  7.97969831e-04 
 1.17900000e+00  1.17900000e+00  7.75447152e-04 
 1.18000000e+00  1.18000000e+00  7.53492435e-04 
 1.18100000e+00  1.18100000e+00  7.32094529e-04 
 1.18200000e+00  1.18200000e+00  7.11242373e-04 
 1.18300000e+00  1.18300000e+00  6.90925002e-04 
 1.18400000e+00  1.18400000e+00  6.71131549e-04 
 1.18500000e+00  1.18500000e+00  6.51851247e-04 
 1.18600000e+00  1.18600000e+00  6.33073436e-04 
 1.18700000e+00  1.18700000e+00  6.14787566e-04 
 1.18800000e+00  1.18800000e+00  5.96983195e-04 
 1.18900000e+00  1.18900000e+00  5.79649997e-04 
 1.19000000e+00  1.19000000e+00  5.62777766e-04 
 1.19100000e+00  1.19100000e+00  5.46356411e-04 
 1.19200000e+00  1.19200000e+00  5.30375969e-04 
 1.19300000e+00  1.19300000e+00  5.14826598e-04 
 1.19400000e+00  1.19400000e+00  4.99698585e-04 
 1.19500000e+00  1.19500000e+00  4.84982349e-04 
 1.19600000e+00  1.19600000e+00  4.70668438e-04 
 1.19700000e+00  1.19700000e+00  4.56747533e-04 
 1.19800000e+00  1.19800000e+00  4.43210453e-04 
 1.19900000e+00  1.19900000e+00  4.30048152e-04 
 1.20000000e+00  1.20000000e+00  4.17251722e-04 
 1.20100000e+00  1.20100000e+00  4.04812396e-04 
 1.20200000e+00  1.20200000e+00  3.92721547e-04 
 1.20300000e+00  1.20300000e+00  3.80970689e-04 
 1.20400000e+00  1.20400000e+00  3.69551479e-04 
 1.20500000e+00  1.20500000e+00  3.58455717e-04 
 1.20600000e+00  1.20600000e+00  3.47675344e-04 
 1.20700000e+00  1.20700000e+00  3.37202449e-04 
 1.20800000e+00  1.20800000e+00  3.27029262e-04 
 1.20900000e+00  1.20900000e+00  3.17148158e-04 
 1.21000000e+00  1.21000000e+00  3.07551656e-04 
 1.21100000e+00  1.21100000e+00  2.98232417e-04 
 1.21200000e+00  1.21200000e+00  2.89183248e-04 
 1.21300000e+00  1.21300000e+00  2.80397097e-04 
 1.21400000e+00  1.21400000e+00  2.71867056e-04 
 1.21500000e+00  1.21500000e+00  2.63586356e-04 
 1.21600000e+00  1.21600000e+00  2.55548370e-04 
 1.21700000e+00  1.21700000e+00  2.47746612e-04 
 1.21800000e+00  1.21800000e+00  2.40174733e-04 
 1.21900000e+00  1.21900000e+00  2.32826522e-04 
 1.22000000e+00  1.22000000e+00  2.25695905e-04 
 1.22100000e+00  1.22100000e+00  2.18776943e-04 
 1.22200000e+00  1.22200000e+00  2.12063831e-04 
 1.22300000e+00  1.22300000e+00  2.05550894e-04 
 1.22400000e+00  1.22400000e+00  1.99232591e-04 
 1.22500000e+00  1.22500000e+00  1.93103508e-04 
 1.22600000e+00  1.22600000e+00  1.87158359e-04 
 1.22700000e+00  1.22700000e+00  1.81391984e-04 
 1.22800000e+00  1.22800000e+00  1.75799347e-04 
 1.22900000e+00  1.22900000e+00  1.70375533e-04 
 1.23000000e+00  1.23000000e+00  1.65115749e-04 
 1.23100000e+00  1.23100000e+00  1.60015320e-04 
 1.23200000e+00  1.23200000e+00  1.55069686e-04 
 1.23300000e+00  1.23300000e+00  1.50274405e-04 
 1.23400000e+00  1.23400000e+00  1.45625144e-04 
 1.23500000e+00  1.23500000e+00  1.41117682e-04 
 1.23600000e+00  1.23600000e+00  1.36747908e-04 
 1.23700000e+00  1.23700000e+00  1.32511816e-04 
 1.23800000e+00  1.23800000e+00  1.28405505e-04 
 1.23900000e+00  1.23900000e+00  1.24425176e-04 
 1.24000000e+00  1.24000000e+00  1.20567132e-04 
 1.24100000e+00  1.24100000e+00  1.16827774e-04 
 1.24200000e+00  1.24200000e+00  1.13203598e-04 
 1.24300000e+00  1.24300000e+00  1.09691197e-04 
 1.24400000e+00  1.24400000e+00  1.06287254e-04 
 1.24500000e+00  1.24500000e+00  1.02988545e-04 
 1.24600000e+00  1.24600000e+00  9.97919320e-05 
 1.24700000e+00  1.24700000e+00  9.66943650e-05 
 1.24800000e+00  1.24800000e+00  9.36928782e-05 
 1.24900000e+00  1.24900000e+00  9.07845882e-05 
 1.25000000e+00  1.25000000e+00  8.79666925e-05 
 1.25100000e+00  1.25100000e+00  8.52364674e-05 
 1.25200000e+00  1.25200000e+00  8.25912659e-05 
 1.25300000e+00  1.25300000e+00  8.00285163e-05 
 1.25400000e+00  1.25400000e+00  7.75457201e-05 
 1.25500000e+00  1.25500000e+00  7.51404500e-05 
 1.25600000e+00  1.25600000e+00  7.28103486e-05 
 1.25700000e+00  1.25700000e+00  7.05531264e-05 
 1.25800000e+00  1.25800000e+00  6.83665599e-05 
 1.25900000e+00  1.25900000e+00  6.62484902e-05 
 1.26000000e+00  1.26000000e+00  6.41968215e-05 
 1.26100000e+00  1.26100000e+00  6.22095188e-05 
 1.26200000e+00  1.26200000e+00  6.02846069e-05 
 1.26300000e+00  1.26300000e+00  5.84201687e-05 
 1.26400000e+00  1.26400000e+00  5.66143435e-05 
 1.26500000e+00  1.26500000e+00  5.48653256e-05 
 1.26600000e+00  1.26600000e+00  5.31713629e-05 
 1.26700000e+00  1.26700000e+00  5.15307552e-05 
 1.26800000e+00  1.26800000e+00  4.99418531e-05 
 1.26900000e+00  1.26900000e+00  4.84030564e-05 
 1.27000000e+00  1.27000000e+00  4.69128128e-05 
 1.27100000e+00  1.27100000e+00  4.54696165e-05 
 1.27200000e+00  1.27200000e+00  4.40720071e-05 
 1.27300000e+00  1.27300000e+00  4.27185681e-05 
 1.27400000e+00  1.27400000e+00  4.14079259e-05 
 1.27500000e+00  1.27500000e+00  4.01387482e-05 
 1.27600000e+00  1.27600000e+00  3.89097434e-05 
 1.27700000e+00  1.27700000e+00  3.77196590e-05 
 1.27800000e+00  1.27800000e+00  3.65672805e-05 
 1.27900000e+00  1.27900000e+00  3.54514306e-05 
 1.28000000e+00  1.28000000e+00  3.43709677e-05 
 1.28100000e+00  1.28100000e+00  3.33247854e-05 
 1.28200000e+00  1.28200000e+00  3.23118109e-05 
 1.28300000e+00  1.28300000e+00  3.13310046e-05 
 1.28400000e+00  1.28400000e+00  3.03813585e-05 
 1.28500000e+00  1.28500000e+00  2.94618958e-05 
 1.28600000e+00  1.28600000e+00  2.85716699e-05 
 1.28700000e+00  1.28700000e+00  2.77097631e-05 
 1.28800000e+00  1.28800000e+00  2.68752862e-05 
 1.28900000e+00  1.28900000e+00  2.60673776e-05 
 1.29000000e+00  1.29000000e+00  2.52852021e-05 
 1.29100000e+00  1.29100000e+00  2.45279506e-05 
 1.29200000e+00  1.29200000e+00  2.37948390e-05 
 1.29300000e+00  1.29300000e+00  2.30851076e-05 
 1.29400000e+00  1.29400000e+00  2.23980203e-05 
 1.29500000e+00  1.29500000e+00  2.17328639e-05 
 1.29600000e+00  1.29600000e+00  2.10889474e-05 
 1.29700000e+00  1.29700000e+00  2.04656013e-05 
 1.29800000e+00  1.29800000e+00  1.98621771e-05 
 1.29900000e+00  1.29900000e+00  1.92780464e-05 
 1.30000000e+00  1.30000000e+00  1.87126006e-05 
 1.30100000e+00  1.30100000e+00  1.81652501e-05 
 1.30200000e+00  1.30200000e+00  1.76354236e-05 
 1.30300000e+00  1.30300000e+00  1.71225679e-05 
 1.30400000e+00  1.30400000e+00  1.66261471e-05 
 1.30500000e+00  1.30500000e+00  1.61456419e-05 
 1.30600000e+00  1.30600000e+00  1.56805495e-05 
 1.30700000e+00  1.30700000e+00  1.52303830e-05 
 1.30800000e+00  1.30800000e+00  1.47946704e-05 
 1.30900000e+00  1.30900000e+00  1.43729550e-05 
 1.31000000e+00  1.31000000e+00  1.39647942e-05 
 1.31100000e+00  1.31100000e+00  1.35697593e-05 
 1.31200000e+00  1.31200000e+00  1.31874353e-05 
 1.31300000e+00  1.31300000e+00  1.28174201e-05 
 1.31400000e+00  1.31400000e+00  1.24593244e-05 
 1.31500000e+00  1.31500000e+00  1.21127711e-05 
 1.31600000e+00  1.31600000e+00  1.17773949e-05 
 1.31700000e+00  1.31700000e+00  1.14528424e-05 
 1.31800000e+00  1.31800000e+00  1.11387708e-05 
 1.31900000e+00  1.31900000e+00  1.08348487e-05 
 1.32000000e+00  1.32000000e+00  1.05407548e-05 
 1.32100000e+00  1.32100000e+00  1.02561780e-05 
 1.32200000e+00  1.32200000e+00  9.98081719e-06 
 1.32300000e+00  1.32300000e+00  9.71438069e-06 
 1.32400000e+00  1.32400000e+00  9.45658606e-06 
 1.32500000e+00  1.32500000e+00  9.20715978e-06 
 1.32600000e+00  1.32600000e+00  8.96583702e-06 
 1.32700000e+00  1.32700000e+00  8.73236133e-06 
 1.32800000e+00  1.32800000e+00  8.50648437e-06 
 1.32900000e+00  1.32900000e+00  8.28796570e-06 
 1.33000000e+00  1.33000000e+00  8.07657246e-06 
 1.33100000e+00  1.33100000e+00  7.87207921e-06 
 1.33200000e+00  1.33200000e+00  7.67426763e-06 
 1.33300000e+00  1.33300000e+00  7.48292635e-06 
 1.33400000e+00  1.33400000e+00  7.29785068e-06 
 1.33500000e+00  1.33500000e+00  7.11884245e-06 
 1.33600000e+00  1.33600000e+00  6.94570974e-06 
 1.33700000e+00  1.33700000e+00  6.77826678e-06 
 1.33800000e+00  1.33800000e+00  6.61633364e-06 
 1.33900000e+00  1.33900000e+00  6.45973613e-06 
 1.34000000e+00  1.34000000e+00  6.30830559e-06 
 1.34100000e+00  1.34100000e+00  6.16187871e-06 
 1.34200000e+00  1.34200000e+00  6.02029739e-06 
 1.34300000e+00  1.34300000e+00  5.88340851e-06 
 1.34400000e+00  1.34400000e+00  5.75106385e-06 
 1.34500000e+00  1.34500000e+00  5.62311988e-06 
 1.34600000e+00  1.34600000e+00  5.49943765e-06 
 1.34700000e+00  1.34700000e+00  5.37988261e-06 
 1.34800000e+00  1.34800000e+00  5.26432449e-06 
 1.34900000e+00  1.34900000e+00  5.15263717e-06 
 1.35000000e+00  1.35000000e+00  5.04469852e-06 
 1.35100000e+00  1.35100000e+00  4.94039032e-06 
 1.35200000e+00  1.35200000e+00  4.83959807e-06 
 1.35300000e+00  1.35300000e+00  4.74221096e-06 
 1.35400000e+00  1.35400000e+00  4.64812166e-06 
 1.35500000e+00  1.35500000e+00  4.55722627e-06 
 1.35600000e+00  1.35600000e+00  4.46942420e-06 
 1.35700000e+00  1.35700000e+00  4.38461806e-06 
 1.35800000e+00  1.35800000e+00  4.30271354e-06 
 1.35900000e+00  1.35900000e+00  4.22361935e-06 
 1.36000000e+00  1.36000000e+00  4.14724709e-06 
 1.36100000e+00  1.36100000e+00  4.07351118e-06 
 1.36200000e+00  1.36200000e+00  4.00232875e-06 
 1.36300000e+00  1.36300000e+00  3.93361959e-06 
 1.36400000e+00  1.36400000e+00  3.86730601e-06 
 1.36500000e+00  1.36500000e+00  3.80331282e-06 
 1.36600000e+00  1.36600000e+00  3.74156721e-06 
 1.36700000e+00  1.36700000e+00  3.68199867e-06 
 1.36800000e+00  1.36800000e+00  3.62453897e-06 
 1.36900000e+00  1.36900000e+00  3.56912203e-06 
 1.37000000e+00  1.37000000e+00  3.51568386e-06 
 1.37100000e+00  1.37100000e+00  3.46416252e-06 
 1.37200000e+00  1.37200000e+00  3.41449805e-06 
 1.37300000e+00  1.37300000e+00  3.36663238e-06 
 1.37400000e+00  1.37400000e+00  3.32050930e-06 
 1.37500000e+00  1.37500000e+00  3.27607438e-06 
 1.37600000e+00  1.37600000e+00  3.23327492e-06 
 1.37700000e+00  1.37700000e+00  3.19205990e-06 
 1.37800000e+00  1.37800000e+00  3.15237994e-06 
 1.37900000e+00  1.37900000e+00  3.11418721e-06 
 1.38000000e+00  1.38000000e+00  3.07743540e-06 
 1.38100000e+00  1.38100000e+00  3.04207968e-06 
 1.38200000e+00  1.38200000e+00  3.00807666e-06 
 1.38300000e+00  1.38300000e+00  2.97538431e-06 
 1.38400000e+00  1.38400000e+00  2.94396195e-06 
 1.38500000e+00  1.38500000e+00  2.91377019e-06 
 1.38600000e+00  1.38600000e+00  2.88477089e-06 
 1.38700000e+00  1.38700000e+00  2.85692712e-06 
 1.38800000e+00  1.38800000e+00  2.83020315e-06 
 1.38900000e+00  1.38900000e+00  2.80456435e-06 
 1.39000000e+00  1.39000000e+00  2.77997722e-06 
 1.39100000e+00  1.39100000e+00  2.75640931e-06 
 1.39200000e+00  1.39200000e+00  2.73382922e-06 
 1.39300000e+00  1.39300000e+00  2.71220653e-06 
 1.39400000e+00  1.39400000e+00  2.69151179e-06 
 1.39500000e+00  1.39500000e+00  2.67171651e-06 
 1.39600000e+00  1.39600000e+00  2.65279307e-06 
 1.39700000e+00  1.39700000e+00  2.63471476e-06 
 1.39800000e+00  1.39800000e+00  2.61745570e-06 
 1.39900000e+00  1.39900000e+00  2.60099085e-06 
 1.40000000e+00  1.40000000e+00  2.58529596e-06 
 1.40100000e+00  1.40100000e+00  2.57034753e-06 
 1.40200000e+00  1.40200000e+00  2.55612286e-06 
 1.40300000e+00  1.40300000e+00  2.54259991e-06 
 1.40400000e+00  1.40400000e+00  2.52975739e-06 
 1.40500000e+00  1.40500000e+00  2.51757466e-06 
 1.40600000e+00  1.40600000e+00  2.50603175e-06 
 1.40700000e+00  1.40700000e+00  2.49510933e-06 
 1.40800000e+00  1.40800000e+00  2.48478866e-06 
 1.40900000e+00  1.40900000e+00  2.47505162e-06 
 1.41000000e+00  1.41000000e+00  2.46588066e-06 
 1.41100000e+00  1.41100000e+00  2.45725880e-06 
 1.41200000e+00  1.41200000e+00  2.44916957e-06 
 1.41300000e+00  1.41300000e+00  2.44159706e-06 
 1.41400000e+00  1.41400000e+00  2.43452584e-06 
 1.41500000e+00  1.41500000e+00  2.42794098e-06 
 1.41600000e+00  1.41600000e+00  2.42182804e-06 
 1.41700000e+00  1.41700000e+00  2.41617302e-06 
 1.41800000e+00  1.41800000e+00  2.41096237e-06 
 1.41900000e+00  1.41900000e+00  2.40618298e-06 
 1.42000000e+00  1.42000000e+00  2.40182214e-06 
 1.42100000e+00  1.42100000e+00  2.39786757e-06 
 1.42200000e+00  1.42200000e+00  2.39430737e-06 
 1.42300000e+00  1.42300000e+00  2.39113001e-06 
 1.42400000e+00  1.42400000e+00  2.38832433e-06 
 1.42500000e+00  1.42500000e+00  2.38587954e-06 
 1.42600000e+00  1.42600000e+00  2.38378518e-06 
 1.42700000e+00  1.42700000e+00  2.38203113e-06 
 1.42800000e+00  1.42800000e+00  2.38060759e-06 
 1.42900000e+00  1.42900000e+00  2.37950508e-06 
 1.43000000e+00  1.43000000e+00  2.37871440e-06 
 1.43100000e+00  1.43100000e+00  2.37822668e-06 
 1.43200000e+00  1.43200000e+00  2.37803330e-06 
 1.43300000e+00  1.43300000e+00  2.37812592e-06 
 1.43400000e+00  1.43400000e+00  2.37849649e-06 
 1.43500000e+00  1.43500000e+00  2.37913719e-06 
 1.43600000e+00  1.43600000e+00  2.38004047e-06 
 1.43700000e+00  1.43700000e+00  2.38119901e-06 
 1.43800000e+00  1.43800000e+00  2.38260571e-06 
 1.43900000e+00  1.43900000e+00  2.38425374e-06 
 1.44000000e+00  1.44000000e+00  2.38613644e-06 
 1.44100000e+00  1.44100000e+00  2.38824739e-06 
 1.44200000e+00  1.44200000e+00  2.39058037e-06 
 1.44300000e+00  1.44300000e+00  2.39312935e-06 
 1.44400000e+00  1.44400000e+00  2.39588852e-06 
