 frequency       v(Aol_dB)       v(Aol_arg)     
 3.19853049e+08 -9.43545516e+00  8.26775541e+01 
 3.27228774e+08 -9.62969146e+00  8.24873231e+01 
 3.34774581e+08 -9.82375620e+00  8.22934016e+01 
 3.42494392e+08 -1.00176416e+01  8.20957034e+01 
 3.50392221e+08 -1.02113397e+01  8.18941418e+01 
 3.58472171e+08 -1.04048420e+01  8.16886288e+01 
 3.66738442e+08 -1.05981398e+01  8.14790755e+01 
 3.75195331e+08 -1.07912239e+01  8.12653923e+01 
 3.83847234e+08 -1.09840848e+01  8.10474887e+01 
 3.92698648e+08 -1.11767126e+01  8.08252732e+01 
 4.01754173e+08 -1.13690971e+01  8.05986538e+01 
 4.11018515e+08 -1.15612274e+01  8.03675375e+01 
 4.20496491e+08 -1.17530923e+01  8.01318308e+01 
 4.30193027e+08 -1.19446804e+01  7.98914395e+01 
 4.40113162e+08 -1.21359793e+01  7.96462689e+01 
 4.50262052e+08 -1.23269767e+01  7.93962238e+01 
 4.60644974e+08 -1.25176593e+01  7.91412084e+01 
 4.71267322e+08 -1.27080136e+01  7.88811269e+01 
 4.82134619e+08 -1.28980254e+01  7.86158829e+01 
 4.93252513e+08 -1.30876800e+01  7.83453801e+01 
 5.04626783e+08 -1.32769623e+01  7.80695221e+01 
 5.16263340e+08 -1.34658563e+01  7.77882125e+01 
 5.28168234e+08 -1.36543456e+01  7.75013551e+01 
 5.40347650e+08 -1.38424132e+01  7.72088541e+01 
 5.52807921e+08 -1.40300413e+01  7.69106139e+01 
 5.65555523e+08 -1.42172118e+01  7.66065399e+01 
 5.78597080e+08 -1.44039055e+01  7.62965379e+01 
 5.91939372e+08 -1.45901028e+01  7.59805149e+01 
 6.05589334e+08 -1.47757834e+01  7.56583787e+01 
 6.19554061e+08 -1.49609262e+01  7.53300387e+01 
 6.33840810e+08 -1.51455094e+01  7.49954055e+01 
 6.48457008e+08 -1.53295105e+01  7.46543917e+01 
 6.63410251e+08 -1.55129063e+01  7.43069117e+01 
 6.78708313e+08 -1.56956727e+01  7.39528819e+01 
 6.94359143e+08 -1.58777851e+01  7.35922213e+01 
 7.10370877e+08 -1.60592178e+01  7.32248516e+01 
 7.26751838e+08 -1.62399445e+01  7.28506972e+01 
 7.43510539e+08 -1.64199382e+01  7.24696859e+01 
 7.60655691e+08 -1.65991711e+01  7.20817490e+01 
 7.78196206e+08 -1.67776144e+01  7.16868214e+01 
 7.96141200e+08 -1.69552387e+01  7.12848424e+01 
 8.14500001e+08 -1.71320139e+01  7.08757556e+01 
 8.33282151e+08 -1.73079090e+01  7.04595093e+01 
 8.52497412e+08 -1.74828922e+01  7.00360569e+01 
 8.72155772e+08 -1.76569311e+01  6.96053575e+01 
 8.92267449e+08 -1.78299924e+01  6.91673758e+01 
 9.12842895e+08 -1.80020423e+01  6.87220827e+01 
 9.33892805e+08 -1.81730461e+01  6.82694558e+01 
 9.55428121e+08 -1.83429686e+01  6.78094793e+01 
 9.77460036e+08 -1.85117739e+01  6.73421450e+01 
 1.00000000e+09 -1.86794255e+01  6.68674523e+01 
 1.02305973e+09 -1.88458863e+01  6.63854085e+01 
 1.04665121e+09 -1.90111188e+01  6.58960295e+01 
 1.07078670e+09 -1.91750849e+01  6.53993398e+01 
 1.09547876e+09 -1.93377461e+01  6.48953732e+01 
 1.12074020e+09 -1.94990638e+01  6.43841728e+01 
 1.14658417e+09 -1.96589986e+01  6.38657916e+01 
 1.17302409e+09 -1.98175114e+01  6.33402927e+01 
 1.20007371e+09 -1.99745625e+01  6.28077496e+01 
 1.22774708e+09 -2.01301125e+01  6.22682465e+01 
 1.25605860e+09 -2.02841217e+01  6.17218786e+01 
 1.28502297e+09 -2.04365505e+01  6.11687523e+01 
 1.31465525e+09 -2.05873597e+01  6.06089853e+01 
 1.34497085e+09 -2.07365101e+01  6.00427068e+01 
 1.37598551e+09 -2.08839629e+01  5.94700578e+01 
 1.40771537e+09 -2.10296800e+01  5.88911910e+01 
 1.44017690e+09 -2.11736236e+01  5.83062708e+01 
 1.47338699e+09 -2.13157565e+01  5.77154738e+01 
 1.50736290e+09 -2.14560425e+01  5.71189878e+01 
 1.54212228e+09 -2.15944461e+01  5.65170128e+01 
 1.57768320e+09 -2.17309329e+01  5.59097599e+01 
 1.61406415e+09 -2.18654695e+01  5.52974521e+01 
 1.65128404e+09 -2.19980238e+01  5.46803229e+01 
 1.68936220e+09 -2.21285648e+01  5.40586172e+01 
 1.72831844e+09 -2.22570632e+01  5.34325898e+01 
 1.76817299e+09 -2.23834911e+01  5.28025061e+01 
 1.80894658e+09 -2.25078220e+01  5.21686407e+01 
 1.85066040e+09 -2.26300315e+01  5.15312776e+01 
 1.89333613e+09 -2.27500968e+01  5.08907091e+01 
 1.93699595e+09 -2.28679969e+01  5.02472356e+01 
 1.98166255e+09 -2.29837129e+01  4.96011647e+01 
 2.02735916e+09 -2.30972281e+01  4.89528106e+01 
 2.07410951e+09 -2.32085275e+01  4.83024935e+01 
 2.12193792e+09 -2.33175988e+01  4.76505384e+01 
 2.17086923e+09 -2.34244314e+01  4.69972749e+01 
 2.22092889e+09 -2.35290174e+01  4.63430358e+01 
 2.27214291e+09 -2.36313510e+01  4.56881566e+01 
 2.32453791e+09 -2.37314286e+01  4.50329747e+01 
 2.37814113e+09 -2.38292493e+01  4.43778282e+01 
 2.43298042e+09 -2.39248142e+01  4.37230551e+01 
 2.48908429e+09 -2.40181269e+01  4.30689928e+01 
 2.54648190e+09 -2.41091934e+01  4.24159767e+01 
 2.60520309e+09 -2.41980217e+01  4.17643396e+01 
 2.66527837e+09 -2.42846224e+01  4.11144109e+01 
 2.72673897e+09 -2.43690082e+01  4.04665157e+01 
 2.78961683e+09 -2.44511939e+01  3.98209739e+01 
 2.85394464e+09 -2.45311966e+01  3.91780996e+01 
 2.91975583e+09 -2.46090351e+01  3.85382003e+01 
 2.98708461e+09 -2.46847306e+01  3.79015763e+01 
 3.05596598e+09 -2.47583059e+01  3.72685197e+01 
 3.12643573e+09 -2.48297856e+01  3.66393142e+01 
 3.19853049e+09 -2.48991963e+01  3.60142346e+01 
 3.27228774e+09 -2.49665658e+01  3.53935457e+01 
 3.34774581e+09 -2.50319237e+01  3.47775026e+01 
 3.42494392e+09 -2.50953010e+01  3.41663497e+01 
 3.50392221e+09 -2.51567298e+01  3.35603206e+01 
 3.58472171e+09 -2.52162437e+01  3.29596381e+01 
 3.66738442e+09 -2.52738770e+01  3.23645132e+01 
 3.75195331e+09 -2.53296653e+01  3.17751457e+01 
 3.83847234e+09 -2.53836449e+01  3.11917237e+01 
 3.92698648e+09 -2.54358530e+01  3.06144234e+01 
 4.01754173e+09 -2.54863273e+01  3.00434094e+01 
 4.11018515e+09 -2.55351062e+01  2.94788345e+01 
 4.20496491e+09 -2.55822283e+01  2.89208396e+01 
 4.30193027e+09 -2.56277329e+01  2.83695541e+01 
 4.40113162e+09 -2.56716592e+01  2.78250959e+01 
 4.50262052e+09 -2.57140469e+01  2.72875716e+01 
 4.60644974e+09 -2.57549354e+01  2.67570765e+01 
 4.71267322e+09 -2.57943645e+01  2.62336952e+01 
 4.82134619e+09 -2.58323735e+01  2.57175015e+01 
 4.93252513e+09 -2.58690019e+01  2.52085590e+01 
 5.04626783e+09 -2.59042886e+01  2.47069209e+01 
 5.16263340e+09 -2.59382726e+01  2.42126311e+01 
 5.28168234e+09 -2.59709923e+01  2.37257237e+01 
 5.40347650e+09 -2.60024856e+01  2.32462239e+01 
 5.52807921e+09 -2.60327901e+01  2.27741482e+01 
 5.65555523e+09 -2.60619428e+01  2.23095047e+01 
 5.78597080e+09 -2.60899802e+01  2.18522936e+01 
 5.91939372e+09 -2.61169381e+01  2.14025072e+01 
 6.05589334e+09 -2.61428518e+01  2.09601310e+01 
 6.19554061e+09 -2.61677559e+01  2.05251434e+01 
 6.33840810e+09 -2.61916842e+01  2.00975163e+01 
 6.48457008e+09 -2.62146698e+01  1.96772156e+01 
 6.63410251e+09 -2.62367453e+01  1.92642012e+01 
 6.78708313e+09 -2.62579423e+01  1.88584280e+01 
 6.94359143e+09 -2.62782917e+01  1.84598455e+01 
 7.10370877e+09 -2.62978236e+01  1.80683986e+01 
 7.26751838e+09 -2.63165676e+01  1.76840279e+01 
 7.43510539e+09 -2.63345521e+01  1.73066698e+01 
 7.60655691e+09 -2.63518050e+01  1.69362572e+01 
 7.78196206e+09 -2.63683533e+01  1.65727194e+01 
 7.96141200e+09 -2.63842233e+01  1.62159825e+01 
 8.14500001e+09 -2.63994404e+01  1.58659698e+01 
 8.33282151e+09 -2.64140294e+01  1.55226020e+01 
 8.52497412e+09 -2.64280143e+01  1.51857976e+01 
 8.72155772e+09 -2.64414182e+01  1.48554727e+01 
 8.92267449e+09 -2.64542636e+01  1.45315419e+01 
 9.12842895e+09 -2.64665723e+01  1.42139179e+01 
 9.33892805e+09 -2.64783652e+01  1.39025121e+01 
 9.55428121e+09 -2.64896628e+01  1.35972345e+01 
 9.77460036e+09 -2.65004845e+01  1.32979944e+01 
 1.00000000e+10 -2.65108493e+01  1.30046999e+01 
