vin,vout,dvout_dvin
7.550000000000000044e-01,4.010702090000000108e-01,-1.798090449999997986e+01
7.560000000000000053e-01,3.846004459999999847e-01,-1.526182799999997997e+01
7.570000000000000062e-01,3.705465530000000007e-01,-1.310433099999997353e+01
7.580000000000000071e-01,3.583917839999999910e-01,-1.140828499999997803e+01
7.590000000000000080e-01,3.477299830000000203e-01,-1.006966800000000717e+01
7.600000000000000089e-01,3.382524479999999834e-01,-9.001692500000018526e+00
7.610000000000000098e-01,3.297265979999999819e-01,-8.137955999999974210e+00
7.620000000000000107e-01,3.219765359999999799e-01,-7.579726999999962800e+00
7.630000000000000115e-01,3.145671440000000207e-01,-6.956258499999989908e+00
7.640000000000000124e-01,3.080640190000000223e-01,-6.293423499999988735e+00
7.650000000000000133e-01,3.019802970000000086e-01,-5.890356999999994514e+00
7.660000000000000142e-01,2.962833049999999968e-01,-5.529934499999995978e+00
7.670000000000000151e-01,2.909204280000000087e-01,-5.216436500000014576e+00
7.680000000000000160e-01,2.858504319999999876e-01,-4.940629999999998745e+00
7.690000000000000169e-01,2.810391680000000059e-01,-4.696133999999972275e+00
7.700000000000000178e-01,2.764581640000000062e-01,-4.477858500000024833e+00
7.710000000000000187e-01,2.720834509999999762e-01,-4.281740499999983740e+00
7.720000000000000195e-01,2.678946830000000223e-01,-4.104498499999976957e+00
7.730000000000000204e-01,2.638744539999999805e-01,-3.943462500000009641e+00
7.740000000000000213e-01,2.600077579999999777e-01,-3.796436499999998659e+00
7.750000000000000222e-01,2.562815809999999805e-01,-3.661599999999992860e+00
7.760000000000000231e-01,2.526845580000000036e-01,-3.537433999999990419e+00
7.770000000000000240e-01,2.492067129999999964e-01,-3.422660500000006323e+00
7.780000000000000249e-01,2.458392369999999882e-01,-3.316196999999988293e+00
7.790000000000000258e-01,2.425743190000000105e-01,-3.217121999999989157e+00
7.800000000000000266e-01,2.394049930000000104e-01,-3.124645500000013953e+00
7.810000000000000275e-01,2.363250279999999925e-01,-3.038086000000006948e+00
7.820000000000000284e-01,2.333288209999999918e-01,-2.956854999999990241e+00
7.830000000000000293e-01,2.304113180000000038e-01,-2.880439499999994268e+00
7.840000000000000302e-01,2.275679419999999953e-01,-2.808391000000000304e+00
7.850000000000000311e-01,2.247945359999999893e-01,-2.724336999999991349e+00
7.860000000000000320e-01,2.221192680000000086e-01,-2.676143999999993639e+00
7.870000000000000329e-01,2.194422480000000064e-01,-2.616304999999996994e+00
7.880000000000000338e-01,2.168866580000000099e-01,-2.556606999999999630e+00
7.890000000000000346e-01,2.143290340000000016e-01,-2.515776000000002455e+00
7.900000000000000355e-01,2.118551059999999875e-01,-2.448443499999996220e+00
7.910000000000000364e-01,2.094321470000000129e-01,-2.398379499999990117e+00
7.920000000000000373e-01,2.070583470000000037e-01,-2.350290000000001100e+00
7.930000000000000382e-01,2.047315670000000032e-01,-2.304263000000005945e+00
7.940000000000000391e-01,2.024498210000000020e-01,-2.260151999999990835e+00
7.950000000000000400e-01,2.002112630000000004e-01,-2.217826500000001033e+00
7.960000000000000409e-01,1.980141679999999904e-01,-2.177170000000003824e+00
7.970000000000000417e-01,1.958569229999999883e-01,-2.138073999999988928e+00
7.980000000000000426e-01,1.937380200000000108e-01,-2.100441500000002293e+00
7.990000000000000435e-01,1.916560399999999997e-01,-2.064183500000012828e+00
8.000000000000000444e-01,1.896096529999999891e-01,-2.029215999999991027e+00
8.010000000000000453e-01,1.875976079999999990e-01,-1.995464499999982877e+00
8.020000000000000462e-01,1.856187240000000127e-01,-1.962860499999990793e+00
8.030000000000000471e-01,1.836718870000000059e-01,-1.931338499999995406e+00
8.040000000000000480e-01,1.817560470000000039e-01,-1.900839500000003568e+00
8.050000000000000488e-01,1.798702080000000036e-01,-1.871310000000008245e+00
8.060000000000000497e-01,1.780134270000000019e-01,-1.842697999999998615e+00
8.070000000000000506e-01,1.761848119999999962e-01,-1.814956499999993866e+00
8.080000000000000515e-01,1.743835139999999895e-01,-1.788042500000003088e+00
8.090000000000000524e-01,1.726087269999999896e-01,-1.761914999999987685e+00
8.100000000000000533e-01,1.708596840000000117e-01,-1.736536000000000968e+00
8.110000000000000542e-01,1.691356549999999959e-01,-1.711869500000005928e+00
8.120000000000000551e-01,1.674359450000000027e-01,-1.687882500000100094e+00
8.129999999999999449e-01,1.657598899999999931e-01,-1.664544500000090466e+00
8.139999999999999458e-01,1.641068559999999954e-01,-1.641825999999994679e+00
8.149999999999999467e-01,1.624762379999999951e-01,-1.619700499999993326e+00
8.159999999999999476e-01,1.608674549999999925e-01,-1.598141499999996995e+00
8.169999999999999485e-01,1.592799550000000008e-01,-1.577124999999995225e+00
8.179999999999999494e-01,1.577132049999999952e-01,-1.556629000000000929e+00
8.189999999999999503e-01,1.561666969999999932e-01,-1.536630999999999858e+00
8.199999999999999512e-01,1.546399430000000019e-01,-1.517111999999997352e+00
8.209999999999999520e-01,1.531324729999999912e-01,-1.498052500000000009e+00
8.219999999999999529e-01,1.516438380000000030e-01,-1.479434499999996433e+00
8.229999999999999538e-01,1.501736039999999883e-01,-1.461241000000001122e+00
8.239999999999999547e-01,1.487213559999999990e-01,-1.443455999999997630e+00
8.249999999999999556e-01,1.472866919999999968e-01,-1.426064499999995405e+00
8.259999999999999565e-01,1.458692269999999902e-01,-1.409051499999989687e+00
8.269999999999999574e-01,1.444685890000000084e-01,-1.392403500000000349e+00
8.279999999999999583e-01,1.430844199999999899e-01,-1.376107000000004632e+00
8.289999999999999591e-01,1.417163750000000055e-01,-1.360150999999987675e+00
8.299999999999999600e-01,1.403641180000000099e-01,-1.344522499999996512e+00
8.309999999999999609e-01,1.390273300000000045e-01,-1.329210500000016282e+00
8.319999999999999618e-01,1.377056969999999880e-01,-1.314205000000001178e+00
8.329999999999999627e-01,1.363989200000000068e-01,-1.299494499999994446e+00
8.339999999999999636e-01,1.351067079999999920e-01,-1.285070499999989124e+00
8.349999999999999645e-01,1.338287790000000088e-01,-1.270922999999996250e+00
8.359999999999999654e-01,1.325648620000000055e-01,-1.257043500000008862e+00
8.369999999999999662e-01,1.313146920000000106e-01,-1.243423500000005788e+00
8.379999999999999671e-01,1.300780149999999913e-01,-1.230054500000008488e+00
8.389999999999999680e-01,1.288545829999999948e-01,-1.216929499999984898e+00
8.399999999999999689e-01,1.276441560000000086e-01,-1.204040999999996586e+00
8.409999999999999698e-01,1.264465009999999889e-01,-1.191381500000005644e+00
8.419999999999999707e-01,1.252613929999999987e-01,-1.178943499999988376e+00
8.429999999999999716e-01,1.240886139999999999e-01,-1.166721500000001299e+00
8.439999999999999725e-01,1.229279499999999942e-01,-1.154709499999995614e+00
8.449999999999999734e-01,1.217791950000000067e-01,-1.142900999999994838e+00
8.459999999999999742e-01,1.206421480000000046e-01,-1.131289999999999907e+00
8.469999999999999751e-01,1.195166150000000066e-01,-1.119870999999996286e+00
8.479999999999999760e-01,1.184024060000000017e-01,-1.108639000000003705e+00
8.489999999999999769e-01,1.172993370000000035e-01,-1.097589000000006365e+00
8.499999999999999778e-01,1.162072279999999957e-01,-1.086715499999996837e+00
8.509999999999999787e-01,1.151259060000000001e-01,-1.076013999999993587e+00
8.519999999999999796e-01,1.140551999999999955e-01,-1.065480000000000871e+00
8.529999999999999805e-01,1.129949459999999989e-01,-1.055109000000001629e+00
8.539999999999999813e-01,1.119449819999999984e-01,-1.044896999999998854e+00
8.549999999999999822e-01,1.109051520000000068e-01,-1.034839500000003909e+00
8.559999999999999831e-01,1.098753029999999936e-01,-1.024933000000004313e+00
8.569999999999999840e-01,1.088552859999999955e-01,-1.015173999999987586e+00
8.579999999999999849e-01,1.078449550000000062e-01,-1.005557499999994775e+00
8.589999999999999858e-01,1.068441710000000017e-01,-9.960810000000037689e-01
8.599999999999999867e-01,1.058527930000000006e-01,-9.867409999999949832e-01
8.609999999999999876e-01,1.048706890000000030e-01,-9.775339999999985707e-01
8.619999999999999885e-01,1.038977249999999963e-01,-9.684570000000007894e-01
8.629999999999999893e-01,1.029337750000000051e-01,-9.595065000000033706e-01
8.639999999999999902e-01,1.019787119999999991e-01,-9.506799999999984152e-01
8.649999999999999911e-01,1.010324150000000004e-01,-9.419739999999947599e-01
8.659999999999999920e-01,1.000947640000000027e-01,-9.333862000000010539e-01
8.669999999999999929e-01,9.916564260000000630e-02,-9.249137999999987869e-01
8.679999999999999938e-01,9.824493639999999639e-02,-9.165543000000013762e-01
8.689999999999999947e-01,9.733253399999999833e-02,-9.083048500000003855e-01
8.699999999999999956e-01,9.642832669999999717e-02,-9.001630999999932214e-01
8.709999999999999964e-01,9.553220780000000467e-02,-8.921267500000027439e-01
8.719999999999999973e-01,9.464407319999999790e-02,-8.841933499999967694e-01
8.729999999999999982e-01,9.376382110000000547e-02,-8.763607499999963579e-01
8.739999999999999991e-01,9.289135169999999941e-02,-8.686268500000053905e-01
8.750000000000000000e-01,9.202656739999999502e-02,-8.609893499999969890e-01
8.760000000000000009e-01,9.116937299999999800e-02,-8.534463000000016564e-01
8.770000000000000018e-01,9.031967479999999937e-02,-8.459957500000001573e-01
8.780000000000000027e-01,8.947738149999999446e-02,-8.386356500000005099e-01
8.790000000000000036e-01,8.864240349999999435e-02,-8.313642499999929214e-01
8.800000000000000044e-01,8.781465300000000640e-02,-8.241796499999978209e-01
8.810000000000000053e-01,8.699404419999999527e-02,-8.170801500000024475e-01
8.820000000000000062e-01,8.618049269999999984e-02,-8.100639499999928717e-01
8.830000000000000071e-01,8.537391630000000509e-02,-8.031293500000060703e-01
8.840000000000000080e-01,8.457423399999999813e-02,-7.962749000000073352e-01
8.850000000000000089e-01,8.378136649999999575e-02,-7.894988499999939791e-01
8.860000000000000098e-01,8.299523629999999708e-02,-7.827996499999940738e-01
8.870000000000000107e-01,8.221576719999999783e-02,-7.761759500000025014e-01
8.880000000000000115e-01,8.144288439999999851e-02,-7.696261999999975956e-01
8.890000000000000124e-01,8.067651480000000153e-02,-7.631489500000014914e-01
8.900000000000000133e-01,7.991658649999999753e-02,-7.567429000000061023e-01
8.910000000000000142e-01,7.916302899999999587e-02,-7.504066499999950679e-01
8.920000000000000151e-01,7.841577319999999685e-02,-7.441389499999999657e-01
8.930000000000000160e-01,7.767475109999999461e-02,-7.379384999999984984e-01
8.940000000000000169e-01,7.693989619999999641e-02,-7.318039499999926534e-01
8.950000000000000178e-01,7.621114319999999775e-02,-7.257342500000021346e-01
8.960000000000000187e-01,7.548842769999999924e-02,-7.197281500000016763e-01
8.970000000000000195e-01,7.477168689999999507e-02,-7.137844999999956030e-01
8.980000000000000204e-01,7.406085869999999571e-02,-7.079021999999994819e-01
8.990000000000000213e-01,7.335588249999999699e-02,-7.020801500000004580e-01
9.000000000000000222e-01,7.265669839999999713e-02,-6.963172499999998877e-01
9.010000000000000231e-01,7.196324799999999355e-02,-6.906124499999961586e-01
9.020000000000000240e-01,7.127547350000000559e-02,-6.849648500000000695e-01
9.030000000000000249e-01,7.059331829999999919e-02,-6.793733500000058712e-01
9.040000000000000258e-01,6.991672679999999529e-02,-6.738370499999959407e-01
9.050000000000000266e-01,6.924564419999999776e-02,-6.683549499999941190e-01
9.060000000000000275e-01,6.858001689999999873e-02,-6.629261499999969942e-01
9.070000000000000284e-01,6.791979189999999833e-02,-6.575497500000011541e-01
9.080000000000000293e-01,6.726491739999999886e-02,-6.522248500000031868e-01
9.090000000000000302e-01,6.661534219999999673e-02,-6.469507000000049857e-01
9.100000000000000311e-01,6.597101599999999344e-02,-6.417263499999990017e-01
9.110000000000000320e-01,6.533188950000000383e-02,-6.365510499999942340e-01
9.120000000000000329e-01,6.469791390000000086e-02,-6.314239499999985128e-01
9.130000000000000338e-01,6.406904160000000126e-02,-6.263442499999989366e-01
9.140000000000000346e-01,6.344522539999999933e-02,-6.213112499999979832e-01
9.150000000000000355e-01,6.282641910000000274e-02,-6.163242000000010989e-01
9.160000000000000364e-01,6.221257699999999807e-02,-6.113823499999995192e-01
9.170000000000000373e-01,6.160365439999999915e-02,-6.064849999999992747e-01
9.180000000000000382e-01,6.099960699999999736e-02,-6.016314500000028431e-01
9.190000000000000391e-01,6.040039149999999746e-02,-5.968209499999979073e-01
9.200000000000000400e-01,5.980596509999999699e-02,-5.920529499999958034e-01
9.210000000000000409e-01,5.921628560000000152e-02,-5.873266999999984250e-01
9.220000000000000417e-01,5.863131170000000086e-02,-5.826416499999993448e-01
9.230000000000000426e-01,5.805100230000000139e-02,-5.779971499999980722e-01
9.240000000000000435e-01,5.747531740000000333e-02,-5.733925500000012221e-01
9.250000000000000444e-01,5.690421720000000266e-02,-5.688272500000017828e-01
9.260000000000000453e-01,5.633766290000000176e-02,-5.643007000000004325e-01
9.270000000000000462e-01,5.577561579999999741e-02,-5.598123499999978492e-01
9.280000000000000471e-01,5.521803819999999974e-02,-5.553615499999970950e-01
9.290000000000000480e-01,5.466489270000000206e-02,-5.509478500000000167e-01
9.300000000000000488e-01,5.411614249999999876e-02,-5.465707000000001869e-01
9.310000000000000497e-01,5.357175129999999785e-02,-5.422294999999976994e-01
9.320000000000000506e-01,5.303168350000000281e-02,-5.379237500000009220e-01
9.330000000000000515e-01,5.249590380000000028e-02,-5.336530500000016275e-01
9.340000000000000524e-01,5.196437739999999750e-02,-5.294167999999999097e-01
9.350000000000000533e-01,5.143707019999999713e-02,-5.252145000000005837e-01
9.360000000000000542e-01,5.091394839999999894e-02,-5.210457999999960066e-01
9.370000000000000551e-01,5.039497860000000107e-02,-5.169101500000330418e-01
9.379999999999999449e-01,4.988012809999999714e-02,-5.128070500000276866e-01
9.389999999999999458e-01,4.936936449999999865e-02,-5.087361499999971670e-01
9.399999999999999467e-01,4.886265580000000164e-02,-5.046969499999960362e-01
9.409999999999999476e-01,4.835997060000000319e-02,-5.006890499999983035e-01
9.419999999999999485e-01,4.786127770000000309e-02,-4.967120499999992944e-01
9.429999999999999494e-01,4.736654650000000216e-02,-4.927654500000002713e-01
9.439999999999999503e-01,4.687574679999999966e-02,-4.888489000000006968e-01
9.449999999999999512e-01,4.638884869999999883e-02,-4.849620500000000334e-01
9.459999999999999520e-01,4.590582270000000131e-02,-4.811045000000007121e-01
9.469999999999999529e-01,4.542663970000000023e-02,-4.772757999999974743e-01
9.479999999999999538e-01,4.495127110000000231e-02,-4.734755499999998563e-01
9.489999999999999547e-01,4.447968859999999747e-02,-4.697035500000019681e-01
9.499999999999999556e-01,4.401186399999999777e-02,-4.659593499999985511e-01
9.509999999999999565e-01,4.354776989999999820e-02,-4.622424999999985573e-01
9.519999999999999574e-01,4.308737900000000204e-02,-4.585527500000026180e-01
9.529999999999999583e-01,4.263066439999999707e-02,-4.548898000000001218e-01
9.539999999999999591e-01,4.217759940000000152e-02,-4.512532999999976369e-01
9.549999999999999600e-01,4.172815779999999863e-02,-4.476428000000005625e-01
9.559999999999999609e-01,4.128231379999999784e-02,-4.440580999999994560e-01
9.569999999999999618e-01,4.084004160000000161e-02,-4.404989499999985014e-01
9.579999999999999627e-01,4.040131589999999828e-02,-4.369648499999989610e-01
9.589999999999999636e-01,3.996611189999999675e-02,-4.334555999999984977e-01
9.599999999999999645e-01,3.953440469999999762e-02,-4.299709499999977425e-01
9.609999999999999654e-01,3.910617000000000260e-02,-4.265105499999997107e-01
9.619999999999999662e-01,3.868138360000000081e-02,-4.230741000000008967e-01
9.629999999999999671e-01,3.826002180000000197e-02,-4.196612999999977944e-01
9.639999999999999680e-01,3.784206100000000322e-02,-4.162720000000028620e-01
9.649999999999999689e-01,3.742747779999999747e-02,-4.129058000000007667e-01
9.659999999999999698e-01,3.701624939999999947e-02,-4.095624499999956925e-01
9.669999999999999707e-01,3.660835290000000186e-02,-4.062417500000030657e-01
9.679999999999999716e-01,3.620376589999999700e-02,-4.029434000000016169e-01
9.689999999999999725e-01,3.580246609999999940e-02,-3.996671499999955302e-01
9.699999999999999734e-01,3.540443160000000117e-02,-3.964127999999966789e-01
9.709999999999999742e-01,3.500964050000000133e-02,-3.931800500000015575e-01
9.719999999999999751e-01,3.461807150000000000e-02,-3.899686000000031072e-01
9.729999999999999760e-01,3.422970329999999728e-02,-3.867783499999966068e-01
9.739999999999999769e-01,3.384451480000000290e-02,-3.836090499999968984e-01
9.749999999999999778e-01,3.346248520000000282e-02,-3.804604500000010603e-01
9.759999999999999787e-01,3.308359389999999955e-02,-3.773322499999984814e-01
9.769999999999999796e-01,3.270782070000000097e-02,-3.742243000000016195e-01
9.779999999999999805e-01,3.233514529999999970e-02,-3.711364000000010321e-01
9.789999999999999813e-01,3.196554790000000201e-02,-3.680682999999991267e-01
9.799999999999999822e-01,3.159900870000000028e-02,-3.650198499999994795e-01
9.809999999999999831e-01,3.123550820000000131e-02,-3.619908499999997531e-01
9.819999999999999840e-01,3.087502699999999933e-02,-3.589810000000017709e-01
9.829999999999999849e-01,3.051754619999999876e-02,-3.559901499999984509e-01
9.839999999999999858e-01,3.016304670000000132e-02,-3.530181999999975062e-01
9.849999999999999867e-01,2.981150980000000020e-02,-3.500648499999989838e-01
9.859999999999999876e-01,2.946291700000000166e-02,-3.471299000000005464e-01
9.869999999999999885e-01,2.911725000000000077e-02,-3.442132500000010253e-01
9.879999999999999893e-01,2.877449049999999953e-02,-3.413147499999986678e-01
9.889999999999999902e-01,2.843462050000000046e-02,-3.384340999999988497e-01
9.899999999999999911e-01,2.809762229999999972e-02,-3.355711499999998182e-01
9.909999999999999920e-01,2.776347820000000036e-02,-3.327258000000004046e-01
9.919999999999999929e-01,2.743217070000000118e-02,-3.298979000000006323e-01
9.929999999999999938e-01,2.710368239999999887e-02,-3.270871999999993562e-01
9.939999999999999947e-01,2.677799629999999889e-02,-3.242935999999989605e-01
9.949999999999999956e-01,2.645509520000000059e-02,-3.215168999999988841e-01
9.959999999999999964e-01,2.613496250000000090e-02,-3.187569000000003427e-01
9.969999999999999973e-01,2.581758140000000104e-02,-3.160135500000009756e-01
9.979999999999999982e-01,2.550293539999999928e-02,-3.132866999999990298e-01
9.989999999999999991e-01,2.519100800000000084e-02,-3.105760999999986893e-01
1.000000000000000000e+00,2.488178320000000027e-02,-3.078816500000183254e-01
1.000999999999999890e+00,2.457524469999999850e-02,-3.052033000000022867e-01
1.002000000000000002e+00,2.427137659999999836e-02,-3.025407999999973896e-01
1.002999999999999892e+00,2.397016310000000053e-02,-2.998940500000006892e-01
1.004000000000000004e+00,2.367158850000000009e-02,-2.972628499999991902e-01
1.004999999999999893e+00,2.337563739999999959e-02,-2.946471500000011901e-01
1.006000000000000005e+00,2.308229419999999893e-02,-2.920468499999966383e-01
1.006999999999999895e+00,2.279154369999999985e-02,-2.894617000000003770e-01
1.008000000000000007e+00,2.250337079999999851e-02,-2.868916499999976111e-01
1.008999999999999897e+00,2.221776040000000146e-02,-2.843365500000007984e-01
1.010000000000000009e+00,2.193469769999999847e-02,-2.817963499999986965e-01
1.010999999999999899e+00,2.165416770000000088e-02,-2.792708499999996263e-01
1.012000000000000011e+00,2.137615600000000032e-02,-2.767599499999988666e-01
1.012999999999999901e+00,2.110064780000000043e-02,-2.742635500000005777e-01
1.014000000000000012e+00,2.082762889999999895e-02,-2.717815499999982620e-01
1.014999999999999902e+00,2.055708469999999871e-02,-2.693137999999990484e-01
1.016000000000000014e+00,2.028900130000000149e-02,-2.668601499999976312e-01
1.016999999999999904e+00,2.002336440000000023e-02,-2.644206500000017002e-01
1.018000000000000016e+00,1.976015999999999884e-02,-2.619950499999976756e-01
1.018999999999999906e+00,1.949937430000000041e-02,-2.595833000000009605e-01
1.020000000000000018e+00,1.924099339999999977e-02,-2.571852999999997280e-01
1.020999999999999908e+00,1.898500369999999923e-02,-2.548009500000016914e-01
1.022000000000000020e+00,1.873139149999999975e-02,-2.524301499999968001e-01
1.022999999999999909e+00,1.848014339999999936e-02,-2.500727500000010650e-01
1.024000000000000021e+00,1.823124599999999956e-02,-2.477287499999984988e-01
1.024999999999999911e+00,1.798468589999999839e-02,-2.453980500000021436e-01
1.026000000000000023e+00,1.774044990000000002e-02,-2.430804999999978122e-01
1.026999999999999913e+00,1.749852489999999955e-02,-2.407760000000003231e-01
1.028000000000000025e+00,1.725889790000000035e-02,-2.384844999999984339e-01
1.028999999999999915e+00,1.702155589999999885e-02,-2.362059500000004419e-01
1.030000000000000027e+00,1.678648599999999977e-02,-2.339401999999974890e-01
1.030999999999999917e+00,1.655367550000000007e-02,-2.316872500000002333e-01
1.032000000000000028e+00,1.632311150000000100e-02,-2.294469499999980400e-01
1.032999999999999918e+00,1.609478160000000005e-02,-2.272192000000003986e-01
1.034000000000000030e+00,1.586867310000000114e-02,-2.250040499999999000e-01
1.034999999999999920e+00,1.564477350000000044e-02,-2.228013000000013122e-01
1.036000000000000032e+00,1.542307050000000027e-02,-2.206108499999999140e-01
1.036999999999999922e+00,1.520355179999999945e-02,-2.184327499999998423e-01
1.038000000000000034e+00,1.498620500000000071e-02,-2.162668999999990405e-01
1.038999999999999924e+00,1.477101800000000034e-02,-2.141132000000007807e-01
1.040000000000000036e+00,1.455797860000000027e-02,-2.119715499999994535e-01
1.040999999999999925e+00,1.434707489999999946e-02,-2.098419000000006918e-01
1.042000000000000037e+00,1.413829479999999944e-02,-2.077242999999997508e-01
1.042999999999999927e+00,1.393162629999999957e-02,-2.056185500000005106e-01
1.044000000000000039e+00,1.372705769999999978e-02,-2.035245999999988342e-01
1.044999999999999929e+00,1.352457710000000077e-02,-2.014424500000009388e-01
1.046000000000000041e+00,1.332417280000000072e-02,-1.993719999999994386e-01
1.046999999999999931e+00,1.312583309999999955e-02,-1.973132000000008546e-01
1.048000000000000043e+00,1.292954640000000023e-02,-1.952660499999989696e-01
1.048999999999999932e+00,1.273530099999999922e-02,-1.932304500000006087e-01
1.050000000000000044e+00,1.254308550000000043e-02,-1.912062999999983859e-01
1.050999999999999934e+00,1.235288839999999951e-02,-1.891936000000002949e-01
1.052000000000000046e+00,1.216469830000000037e-02,-1.871922999999986459e-01
1.052999999999999936e+00,1.197850379999999999e-02,-1.852024000000005444e-01
1.054000000000000048e+00,1.179429350000000057e-02,-1.832237499999989083e-01
1.054999999999999938e+00,1.161205629999999961e-02,-1.812563000000002589e-01
1.056000000000000050e+00,1.143178090000000063e-02,-1.793000999999989631e-01
1.056999999999999940e+00,1.125345609999999982e-02,-1.773551000000006539e-01
1.058000000000000052e+00,1.107707070000000030e-02,-1.754212499999994179e-01
1.058999999999999941e+00,1.090261359999999957e-02,-1.734984000000006077e-01
1.060000000000000053e+00,1.073007389999999957e-02,-1.715865999999994784e-01
1.060999999999999943e+00,1.055944039999999993e-02,-1.696858499999995828e-01
1.062000000000000055e+00,1.039070220000000086e-02,-1.677960499999997523e-01
1.062999999999999945e+00,1.022384829999999946e-02,-1.659172000000017633e-01
1.064000000000000057e+00,1.005886779999999939e-02,-1.640492649999991670e-01
1.064999999999999947e+00,9.895749770000000084e-03,-1.621921800000007963e-01
1.066000000000000059e+00,9.734483440000000348e-03,-1.603459149999997280e-01
1.066999999999999948e+00,9.575057939999999379e-03,-1.585104850000007559e-01
1.068000000000000060e+00,9.417462470000000432e-03,-1.566858299999989157e-01
1.068999999999999950e+00,9.261686280000000493e-03,-1.548719300000014343e-01
1.070000000000000062e+00,9.107718609999999188e-03,-1.530687600000000259e-01
1.070999999999999952e+00,8.955548759999999373e-03,-1.512762949999997275e-01
1.072000000000000064e+00,8.805166019999999608e-03,-1.494945149999979961e-01
1.072999999999999954e+00,8.656559730000000855e-03,-1.477233900000012312e-01
1.074000000000000066e+00,8.509719239999999699e-03,-1.459629049999993100e-01
1.074999999999999956e+00,8.364633919999999584e-03,-1.442130500000002868e-01
1.076000000000000068e+00,8.221293140000000485e-03,-1.424737949999981268e-01
1.076999999999999957e+00,8.079686330000000402e-03,-1.407451250000004705e-01
1.078000000000000069e+00,7.939802890000000057e-03,-1.390270299999993853e-01
1.078999999999999959e+00,7.801632269999999973e-03,-1.373194950000007353e-01
1.080000000000000071e+00,7.665163899999999884e-03,-1.356225049999992827e-01
1.080999999999999961e+00,7.530387260000000194e-03,-1.339360550000008310e-01
1.082000000000000073e+00,7.397291789999999728e-03,-1.322601350000001119e-01
1.082999999999999963e+00,7.265866989999999678e-03,-1.305947250000007998e-01
1.084000000000000075e+00,7.136102339999999579e-03,-1.289398299999993114e-01
1.084999999999999964e+00,7.007987329999999793e-03,-1.272954400000001485e-01
1.086000000000000076e+00,6.881511459999999775e-03,-1.256615549999993142e-01
1.086999999999999966e+00,6.756664219999999887e-03,-1.240381699999999476e-01
1.088000000000000078e+00,6.633435120000000414e-03,-1.224252799999998587e-01
1.088999999999999968e+00,6.511813659999999941e-03,-1.208228900000007933e-01
1.090000000000000080e+00,6.391789339999999660e-03,-1.192309949999996732e-01
1.090999999999999970e+00,6.273351669999999852e-03,-1.176496049999999904e-01
1.092000000000000082e+00,6.156490130000000054e-03,-1.160787149999995549e-01
1.092999999999999972e+00,6.041194239999999639e-03,-1.145183350000005262e-01
1.094000000000000083e+00,5.927453459999999959e-03,-1.129684749999997351e-01
1.094999999999999973e+00,5.815257289999999600e-03,-1.114291300000003204e-01
1.096000000000000085e+00,5.704595199999999873e-03,-1.099003249999990217e-01
1.096999999999999975e+00,5.595456640000000433e-03,-1.083820650000002495e-01
1.098000000000000087e+00,5.487831070000000026e-03,-1.068743549999999765e-01
1.098999999999999977e+00,5.381707930000000084e-03,-1.053772100000003320e-01
1.100000000000000089e+00,5.277076650000000341e-03,-1.038906499999998623e-01
1.100999999999999979e+00,5.173926629999999784e-03,-1.024146900000002525e-01
1.102000000000000091e+00,5.072247270000000002e-03,-1.009493399999996655e-01
1.102999999999999980e+00,4.972027950000000064e-03,-9.949462000000020012e-02
1.104000000000000092e+00,4.873258029999999984e-03,-9.805054999999995857e-02
1.104999999999999982e+00,4.775926849999999856e-03,-9.661715500000012113e-02
1.106000000000000094e+00,4.680023719999999894e-03,-9.519445499999923399e-02
1.106999999999999984e+00,4.585537940000000354e-03,-9.378245999999990090e-02
1.108000000000000096e+00,4.492458799999999794e-03,-9.238120999999965832e-02
1.108999999999999986e+00,4.400775519999999656e-03,-9.099072500000016106e-02
1.110000000000000098e+00,4.310477350000000395e-03,-8.961102499999906712e-02
1.110999999999999988e+00,4.221553470000000141e-03,-8.824215000000057429e-02
1.112000000000000099e+00,4.133993049999999669e-03,-8.688411500000015053e-02
1.112999999999999989e+00,4.047785239999999833e-03,-8.553695499999980356e-02
1.114000000000000101e+00,3.962919139999999951e-03,-8.420069999999935106e-02
1.114999999999999991e+00,3.879383839999999816e-03,-8.287538000000038707e-02
1.116000000000000103e+00,3.797168379999999854e-03,-8.156102999999936820e-02
1.116999999999999993e+00,3.716261780000000136e-03,-8.025768000000010893e-02
1.118000000000000105e+00,3.636653020000000028e-03,-7.896536499999995407e-02
1.118999999999999995e+00,3.558331049999999881e-03,-7.768412500000043686e-02
1.120000000000000107e+00,3.481284769999999813e-03,-7.641398499999940697e-02
1.120999999999999996e+00,3.405503079999999943e-03,-7.515497999999998235e-02
1.122000000000000108e+00,3.330974809999999800e-03,-7.390715999999963870e-02
1.122999999999999998e+00,3.257688759999999902e-03,-7.267055499999997004e-02
1.124000000000000110e+00,3.185633700000000020e-03,-7.144519999999965343e-02
1.125000000000000000e+00,3.114798360000000082e-03,-7.023113000000780204e-02
1.125999999999999890e+00,3.045171440000000139e-03,-6.902839500000035322e-02
1.127000000000000002e+00,2.976741570000000087e-03,-6.783702999999996486e-02
1.127999999999999892e+00,2.909497379999999821e-03,-6.665706000000048981e-02
1.129000000000000004e+00,2.843427449999999870e-03,-6.548854499999934298e-02
1.129999999999999893e+00,2.778520290000000177e-03,-6.433151499999989475e-02
1.131000000000000005e+00,2.714764420000000209e-03,-6.318600499999971198e-02
1.131999999999999895e+00,2.652148280000000188e-03,-6.205206000000029753e-02
